,maintanance_job_code,eo_code,eo_description,eo_main_description,level_1,level_upper,avearage_day_operation_hours,level_1_description
344,100000084493_38,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
345,100000084493_39,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
346,100000084493_40,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
347,100000084493_41,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
348,100000084493_42,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
349,100000084493_43,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
350,100000084493_44,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
351,100000084493_45,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
352,100000084493_46,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
353,100000084493_47,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
354,100000084493_48,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
355,100000084493_49,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
356,100000084493_50,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
357,100000084493_51,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
358,100000084493_52,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
359,100000084493_53,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
360,100000084493_54,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
361,100000084494_36,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
362,100000084494_37,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
363,100000084494_38,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
364,100000084494_39,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
365,100000084494_40,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
366,100000084494_41,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
367,100000084494_42,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
368,100000084494_43,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
369,100000084494_44,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
370,100000084494_45,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
371,100000084494_46,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
372,100000084494_47,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
373,100000084494_48,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
374,100000084494_49,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
375,100000084494_50,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
376,100000084494_51,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
377,100000084494_52,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
378,100000084494_53,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
379,100000084494_54,100000084494,Самосвал карьерный 730E-10 №39,Самосвал карьерный 730E-10 №39,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
380,100000084495_36,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
381,100000084495_37,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
382,100000084495_38,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
383,100000084495_39,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
384,100000084495_40,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
385,100000084495_41,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
386,100000084495_42,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
387,100000084495_43,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
388,100000084495_44,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
389,100000084495_45,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
390,100000084495_46,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
391,100000084495_47,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
392,100000084495_48,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
393,100000084495_49,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
394,100000084495_50,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
395,100000084495_51,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
396,100000084495_52,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
397,100000084495_53,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
398,100000084495_54,100000084495,Самосвал карьерный 730E-10 №40,Самосвал карьерный 730E-10 №40,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
399,100000084496_36,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
400,100000084496_37,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
401,100000084496_38,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
402,100000084496_39,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
403,100000084496_40,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
404,100000084496_41,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
405,100000084496_42,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
406,100000084496_43,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
407,100000084496_44,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
408,100000084496_45,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
409,100000084496_46,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
410,100000084496_47,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
411,100000084496_48,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
412,100000084496_49,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
413,100000084496_50,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
414,100000084496_51,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
415,100000084496_52,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
416,100000084496_53,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
417,100000084496_54,100000084496,Самосвал карьерный 730E-10 №41,Самосвал карьерный 730E-10 №41,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
418,100000084497_36,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
419,100000084497_37,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
420,100000084497_38,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
421,100000084497_39,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
422,100000084497_40,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
423,100000084497_41,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
424,100000084497_42,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
425,100000084497_43,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
426,100000084497_44,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
427,100000084497_45,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
428,100000084497_46,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
429,100000084497_47,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
430,100000084497_48,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
431,100000084497_49,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
432,100000084497_50,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
433,100000084497_51,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
434,100000084497_52,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
435,100000084497_53,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
436,100000084497_54,100000084497,Самосвал карьерный 730E-10 №42,Самосвал карьерный 730E-10 №42,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
437,100000084498_36,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
438,100000084498_37,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
439,100000084498_38,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
440,100000084498_39,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
441,100000084498_40,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
442,100000084498_41,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
443,100000084498_42,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
444,100000084498_43,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
445,100000084498_44,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
446,100000084498_45,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
447,100000084498_46,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
448,100000084498_47,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
449,100000084498_48,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
450,100000084498_49,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
451,100000084498_50,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
452,100000084498_51,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
453,100000084498_52,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
454,100000084498_53,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
455,100000084498_54,100000084498,Самосвал карьерный 730E-10 №43,Самосвал карьерный 730E-10 №43,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
456,100000084499_36,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
457,100000084499_37,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
458,100000084499_38,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
459,100000084499_39,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
460,100000084499_40,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
461,100000084499_41,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
462,100000084499_42,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
463,100000084499_43,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
464,100000084499_44,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
465,100000084499_45,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
466,100000084499_46,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
467,100000084499_47,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
468,100000084499_48,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
469,100000084499_49,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
470,100000084499_50,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
471,100000084499_51,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
472,100000084499_52,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
473,100000084499_53,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
474,100000084499_54,100000084499,Самосвал карьерный 730E-10 №44,Самосвал карьерный 730E-10 №44,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
475,100000084500_36,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
476,100000084500_37,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
477,100000084500_38,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
478,100000084500_39,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
479,100000084500_40,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
480,100000084500_41,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
481,100000084500_42,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
482,100000084500_43,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
483,100000084500_44,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
484,100000084500_45,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
485,100000084500_46,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
486,100000084500_47,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
487,100000084500_48,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
488,100000084500_49,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
489,100000084500_50,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
490,100000084500_51,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
491,100000084500_52,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
492,100000084500_53,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
493,100000084500_54,100000084500,Самосвал карьерный 730E-10 №45,Самосвал карьерный 730E-10 №45,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
494,100000084501_36,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
495,100000084501_37,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
496,100000084501_38,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
497,100000084501_39,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
498,100000084501_40,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
499,100000084501_41,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
500,100000084501_42,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
501,100000084501_43,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
502,100000084501_44,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
503,100000084501_45,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
504,100000084501_46,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
505,100000084501_47,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
506,100000084501_48,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
507,100000084501_49,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
508,100000084501_50,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
509,100000084501_51,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
510,100000084501_52,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
511,100000084501_53,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
512,100000084501_54,100000084501,Самосвал карьерный 730E-10 №46,Самосвал карьерный 730E-10 №46,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
513,100000084502_36,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
514,100000084502_37,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
515,100000084502_38,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
516,100000084502_39,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
517,100000084502_40,100000084502,Самосвал карьерный 730E-10 №47,Самосвал карьерный 730E-10 №47,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
