,maintanance_job_code,eo_code,eo_description,eo_main_description,level_1,level_upper,avearage_day_operation_hours,level_1_description
170,100000084404_35,100000084404,Самосвал карьерный 730E-8 №21,Самосвал карьерный 730E-8 №21,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
171,100000084405_17,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
172,100000084405_18,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
173,100000084405_19,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
174,100000084405_20,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
175,100000084405_21,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
176,100000084405_22,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
177,100000084405_23,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
178,100000084405_24,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
179,100000084405_25,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
180,100000084405_26,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
181,100000084405_27,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
182,100000084405_28,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
183,100000084405_29,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
184,100000084405_30,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
185,100000084405_31,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
186,100000084405_32,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
187,100000084405_33,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
188,100000084405_34,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
189,100000084405_35,100000084405,Самосвал карьерный 730E-8 №22,Самосвал карьерный 730E-8 №22,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
190,100000084406_17,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
191,100000084406_18,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
192,100000084406_19,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
193,100000084406_20,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
194,100000084406_21,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
195,100000084406_22,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
196,100000084406_23,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
197,100000084406_24,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
198,100000084406_25,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
199,100000084406_26,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
200,100000084406_27,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
201,100000084406_28,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
202,100000084406_29,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
203,100000084406_30,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
204,100000084406_31,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
205,100000084406_32,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
206,100000084406_33,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
207,100000084406_34,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
208,100000084406_35,100000084406,Самосвал карьерный 730E-8 №23,Самосвал карьерный 730E-8 №23,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
209,100000084407_17,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
210,100000084407_18,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
211,100000084407_19,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
212,100000084407_20,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
213,100000084407_21,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
214,100000084407_22,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
215,100000084407_23,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
216,100000084407_24,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
217,100000084407_25,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
218,100000084407_26,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
219,100000084407_27,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
220,100000084407_28,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
221,100000084407_29,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
222,100000084407_30,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
223,100000084407_31,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
224,100000084407_32,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
225,100000084407_33,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
226,100000084407_34,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
227,100000084407_35,100000084407,Самосвал карьерный 730E-8 №24,Самосвал карьерный 730E-8 №24,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
228,100000084408_17,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
229,100000084408_18,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
230,100000084408_19,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
231,100000084408_20,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
232,100000084408_21,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
233,100000084408_22,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
234,100000084408_23,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
235,100000084408_24,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
236,100000084408_25,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
237,100000084408_26,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
238,100000084408_27,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
239,100000084408_28,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
240,100000084408_29,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
241,100000084408_30,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
242,100000084408_31,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
243,100000084408_32,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
244,100000084408_33,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
245,100000084408_34,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
246,100000084408_35,100000084408,Самосвал карьерный 730E-8 №25,Самосвал карьерный 730E-8 №25,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
247,100000084409_17,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
248,100000084409_18,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
249,100000084409_19,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
250,100000084409_20,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
251,100000084409_21,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
252,100000084409_22,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
253,100000084409_23,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
254,100000084409_24,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
255,100000084409_25,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
256,100000084409_26,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
257,100000084409_27,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
258,100000084409_28,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
259,100000084409_29,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
260,100000084409_30,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
261,100000084409_31,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
262,100000084409_32,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
263,100000084409_33,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
264,100000084409_34,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
265,100000084409_35,100000084409,Самосвал карьерный 730E-8 №26,Самосвал карьерный 730E-8 №26,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
266,100000084410_17,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
267,100000084410_18,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
268,100000084410_19,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
269,100000084410_20,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
270,100000084410_21,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
271,100000084410_22,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
272,100000084410_23,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
273,100000084410_24,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
274,100000084410_25,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
275,100000084410_26,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
276,100000084410_27,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
277,100000084410_28,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
278,100000084410_29,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
279,100000084410_30,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
280,100000084410_31,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
281,100000084410_32,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
282,100000084410_33,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
283,100000084410_34,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
284,100000084410_35,100000084410,Самосвал карьерный 730E-8 №27,Самосвал карьерный 730E-8 №27,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
285,100000084411_17,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
286,100000084411_18,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
287,100000084411_19,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
288,100000084411_20,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
289,100000084411_21,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
290,100000084411_22,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
291,100000084411_23,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
292,100000084411_24,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
293,100000084411_25,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
294,100000084411_26,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
295,100000084411_27,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
296,100000084411_28,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
297,100000084411_29,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
298,100000084411_30,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
299,100000084411_31,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
300,100000084411_32,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
301,100000084411_33,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
302,100000084411_34,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
303,100000084411_35,100000084411,Самосвал карьерный 730E-8 №28,Самосвал карьерный 730E-8 №28,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
304,100000084412_17,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
305,100000084412_18,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
306,100000084412_19,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
307,100000084412_20,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
308,100000084412_21,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
309,100000084412_22,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
310,100000084412_23,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
311,100000084412_24,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
312,100000084412_25,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
313,100000084412_26,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
314,100000084412_27,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
315,100000084412_28,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
316,100000084412_29,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
317,100000084412_30,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
318,100000084412_31,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
319,100000084412_32,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
320,100000084412_33,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
321,100000084412_34,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
322,100000084412_35,100000084412,Самосвал карьерный 730E-8 №29,Самосвал карьерный 730E-8 №29,first05,05-KAR-UTTR-K738,23.5,Полюс Магадан
323,100000084492_36,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
324,100000084492_37,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
325,100000084492_38,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
326,100000084492_39,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
327,100000084492_40,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
328,100000084492_41,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
329,100000084492_42,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
330,100000084492_43,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
331,100000084492_44,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
332,100000084492_45,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
333,100000084492_46,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
334,100000084492_47,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
335,100000084492_48,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
336,100000084492_49,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
337,100000084492_50,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
338,100000084492_51,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
339,100000084492_52,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
340,100000084492_53,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
341,100000084492_54,100000084492,Самосвал карьерный 730E-10 №37,Самосвал карьерный 730E-10 №37,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
342,100000084493_36,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
343,100000084493_37,100000084493,Самосвал карьерный 730E-10 №38,Самосвал карьерный 730E-10 №38,first05,05-KAR-UTTR-K731,23.5,Полюс Магадан
