eo_maintanance_job_code,eo_code,eo_description,maintanance_name,interval_motohours,"dowtime_plan, hours",avearage_day_operation_hours,last_maintanance_date
100000084385_HD1500-7_LINING_FULL,100000084385,Самосвал карьерный HD1500-7 №2,СВп (полная футеровка),10000,36,23.5,
100000084386_HD1500-7_EO,100000084386,Самосвал карьерный HD1500-7 №3,ЕТО,24,"0,3",23.5,
100000084386_HD1500-7_TO1,100000084386,Самосвал карьерный HD1500-7 №3,ТО1-250,250,1,23.5,
100000084386_HD1500-7_TO-2,100000084386,Самосвал карьерный HD1500-7 №3,ТО2-500,500,"9,8",23.5,
100000084386_HD1500-7_TO-3,100000084386,Самосвал карьерный HD1500-7 №3,ТО3-1000,1000,12,23.5,
100000084386_HD1500-7_TO-4,100000084386,Самосвал карьерный HD1500-7 №3,ТО4-2000,2000,16,23.5,
100000084386_HD1500-7_TO-5,100000084386,Самосвал карьерный HD1500-7 №3,ТО5-5000,5000,24,23.5,
100000084386_HD1500-7_TR,100000084386,Самосвал карьерный HD1500-7 №3,ТР,660,60,23.5,
100000084386_HD1500-7_OVERHAUL_ENG,100000084386,Самосвал карьерный HD1500-7 №3,Кдвс (Замена),24000,168,23.5,
100000084386_HD1500-7_OVERHAUL_TRANS,100000084386,Самосвал карьерный HD1500-7 №3,Ккпп (Замена),24000,185,23.5,
100000084386_HD1500-7_OVERHAUL_DIFF,100000084386,Самосвал карьерный HD1500-7 №3,Кгп (Замена),24000,"87,2",23.5,
100000084386_HD1500-7_OVERHAUL_FD,100000084386,Самосвал карьерный HD1500-7 №3,Кбп,20000,168,23.5,
100000084386_HD1500-7_REPAIR_HS,100000084386,Самосвал карьерный HD1500-7 №3,ТР ГС,15000,50,23.5,
100000084386_HD1500-7_REPAIR_DPF,100000084386,Самосвал карьерный HD1500-7 №3,ТР Демпфер,5000,24,23.5,
100000084386_HD1500-7_REPAIR_SUSP,100000084386,Самосвал карьерный HD1500-7 №3,ТР Подвески,18000,120,23.5,
100000084386_HD1500-7_LINING_PART,100000084386,Самосвал карьерный HD1500-7 №3,СВч (частичная футеровка),2000,24,23.5,
100000084386_HD1500-7_LINING_FULL,100000084386,Самосвал карьерный HD1500-7 №3,СВп (полная футеровка),10000,36,23.5,
100000084387_HD1500-7_EO,100000084387,Самосвал карьерный HD1500-7 №4,ЕТО,24,"0,3",23.5,
100000084387_HD1500-7_TO1,100000084387,Самосвал карьерный HD1500-7 №4,ТО1-250,250,1,23.5,
100000084387_HD1500-7_TO-2,100000084387,Самосвал карьерный HD1500-7 №4,ТО2-500,500,"9,8",23.5,
100000084387_HD1500-7_TO-3,100000084387,Самосвал карьерный HD1500-7 №4,ТО3-1000,1000,12,23.5,
100000084387_HD1500-7_TO-4,100000084387,Самосвал карьерный HD1500-7 №4,ТО4-2000,2000,16,23.5,
100000084387_HD1500-7_TO-5,100000084387,Самосвал карьерный HD1500-7 №4,ТО5-5000,5000,24,23.5,
100000084387_HD1500-7_TR,100000084387,Самосвал карьерный HD1500-7 №4,ТР,660,60,23.5,
100000084387_HD1500-7_OVERHAUL_ENG,100000084387,Самосвал карьерный HD1500-7 №4,Кдвс (Замена),24000,168,23.5,
100000084387_HD1500-7_OVERHAUL_TRANS,100000084387,Самосвал карьерный HD1500-7 №4,Ккпп (Замена),24000,185,23.5,
100000084387_HD1500-7_OVERHAUL_DIFF,100000084387,Самосвал карьерный HD1500-7 №4,Кгп (Замена),24000,"87,2",23.5,
100000084387_HD1500-7_OVERHAUL_FD,100000084387,Самосвал карьерный HD1500-7 №4,Кбп,20000,168,23.5,
100000084387_HD1500-7_REPAIR_HS,100000084387,Самосвал карьерный HD1500-7 №4,ТР ГС,15000,50,23.5,
100000084387_HD1500-7_REPAIR_DPF,100000084387,Самосвал карьерный HD1500-7 №4,ТР Демпфер,5000,24,23.5,
100000084387_HD1500-7_REPAIR_SUSP,100000084387,Самосвал карьерный HD1500-7 №4,ТР Подвески,18000,120,23.5,
100000084387_HD1500-7_LINING_PART,100000084387,Самосвал карьерный HD1500-7 №4,СВч (частичная футеровка),2000,24,23.5,
100000084387_HD1500-7_LINING_FULL,100000084387,Самосвал карьерный HD1500-7 №4,СВп (полная футеровка),10000,36,23.5,
100000084388_HD1500-7_EO,100000084388,Самосвал карьерный HD1500-7 №5,ЕТО,24,"0,3",23.5,
100000084388_HD1500-7_TO1,100000084388,Самосвал карьерный HD1500-7 №5,ТО1-250,250,1,23.5,
100000084388_HD1500-7_TO-2,100000084388,Самосвал карьерный HD1500-7 №5,ТО2-500,500,"9,8",23.5,
100000084388_HD1500-7_TO-3,100000084388,Самосвал карьерный HD1500-7 №5,ТО3-1000,1000,12,23.5,
100000084388_HD1500-7_TO-4,100000084388,Самосвал карьерный HD1500-7 №5,ТО4-2000,2000,16,23.5,
100000084388_HD1500-7_TO-5,100000084388,Самосвал карьерный HD1500-7 №5,ТО5-5000,5000,24,23.5,
100000084388_HD1500-7_TR,100000084388,Самосвал карьерный HD1500-7 №5,ТР,660,60,23.5,
100000084388_HD1500-7_OVERHAUL_ENG,100000084388,Самосвал карьерный HD1500-7 №5,Кдвс (Замена),24000,168,23.5,
100000084388_HD1500-7_OVERHAUL_TRANS,100000084388,Самосвал карьерный HD1500-7 №5,Ккпп (Замена),24000,185,23.5,
100000084388_HD1500-7_OVERHAUL_DIFF,100000084388,Самосвал карьерный HD1500-7 №5,Кгп (Замена),24000,"87,2",23.5,
100000084388_HD1500-7_OVERHAUL_FD,100000084388,Самосвал карьерный HD1500-7 №5,Кбп,20000,168,23.5,
100000084388_HD1500-7_REPAIR_HS,100000084388,Самосвал карьерный HD1500-7 №5,ТР ГС,15000,50,23.5,
100000084388_HD1500-7_REPAIR_DPF,100000084388,Самосвал карьерный HD1500-7 №5,ТР Демпфер,5000,24,23.5,
100000084388_HD1500-7_REPAIR_SUSP,100000084388,Самосвал карьерный HD1500-7 №5,ТР Подвески,18000,120,23.5,
100000084388_HD1500-7_LINING_PART,100000084388,Самосвал карьерный HD1500-7 №5,СВч (частичная футеровка),2000,24,23.5,
100000084388_HD1500-7_LINING_FULL,100000084388,Самосвал карьерный HD1500-7 №5,СВп (полная футеровка),10000,36,23.5,
100000093057_HD1500-7_EO,100000093057,Редуктор борт. правый №130,ЕТО,24,"0,3",23.5,
100000093057_HD1500-7_TO1,100000093057,Редуктор борт. правый №130,ТО1-250,250,1,23.5,
100000093057_HD1500-7_TO-2,100000093057,Редуктор борт. правый №130,ТО2-500,500,"9,8",23.5,
100000093057_HD1500-7_TO-3,100000093057,Редуктор борт. правый №130,ТО3-1000,1000,12,23.5,
100000093057_HD1500-7_TO-4,100000093057,Редуктор борт. правый №130,ТО4-2000,2000,16,23.5,
100000093057_HD1500-7_TO-5,100000093057,Редуктор борт. правый №130,ТО5-5000,5000,24,23.5,
100000093057_HD1500-7_TR,100000093057,Редуктор борт. правый №130,ТР,660,60,23.5,
100000093057_HD1500-7_OVERHAUL_ENG,100000093057,Редуктор борт. правый №130,Кдвс (Замена),24000,168,23.5,
100000093057_HD1500-7_OVERHAUL_TRANS,100000093057,Редуктор борт. правый №130,Ккпп (Замена),24000,185,23.5,
100000093057_HD1500-7_OVERHAUL_DIFF,100000093057,Редуктор борт. правый №130,Кгп (Замена),24000,"87,2",23.5,
100000093057_HD1500-7_OVERHAUL_FD,100000093057,Редуктор борт. правый №130,Кбп,20000,168,23.5,
100000093057_HD1500-7_REPAIR_HS,100000093057,Редуктор борт. правый №130,ТР ГС,15000,50,23.5,
100000093057_HD1500-7_REPAIR_DPF,100000093057,Редуктор борт. правый №130,ТР Демпфер,5000,24,23.5,
100000093057_HD1500-7_REPAIR_SUSP,100000093057,Редуктор борт. правый №130,ТР Подвески,18000,120,23.5,
100000093057_HD1500-7_LINING_PART,100000093057,Редуктор борт. правый №130,СВч (частичная футеровка),2000,24,23.5,
100000093057_HD1500-7_LINING_FULL,100000093057,Редуктор борт. правый №130,СВп (полная футеровка),10000,36,23.5,
100000084389_HD1500-7_EO,100000084389,Самосвал карьерный HD1500-7 №6,ЕТО,24,"0,3",23.5,
100000084389_HD1500-7_TO1,100000084389,Самосвал карьерный HD1500-7 №6,ТО1-250,250,1,23.5,
100000084389_HD1500-7_TO-2,100000084389,Самосвал карьерный HD1500-7 №6,ТО2-500,500,"9,8",23.5,
100000084389_HD1500-7_TO-3,100000084389,Самосвал карьерный HD1500-7 №6,ТО3-1000,1000,12,23.5,
100000084389_HD1500-7_TO-4,100000084389,Самосвал карьерный HD1500-7 №6,ТО4-2000,2000,16,23.5,
100000084389_HD1500-7_TO-5,100000084389,Самосвал карьерный HD1500-7 №6,ТО5-5000,5000,24,23.5,
100000084389_HD1500-7_TR,100000084389,Самосвал карьерный HD1500-7 №6,ТР,660,60,23.5,
100000084389_HD1500-7_OVERHAUL_ENG,100000084389,Самосвал карьерный HD1500-7 №6,Кдвс (Замена),24000,168,23.5,
100000084389_HD1500-7_OVERHAUL_TRANS,100000084389,Самосвал карьерный HD1500-7 №6,Ккпп (Замена),24000,185,23.5,
100000084389_HD1500-7_OVERHAUL_DIFF,100000084389,Самосвал карьерный HD1500-7 №6,Кгп (Замена),24000,"87,2",23.5,
100000084389_HD1500-7_OVERHAUL_FD,100000084389,Самосвал карьерный HD1500-7 №6,Кбп,20000,168,23.5,
100000084389_HD1500-7_REPAIR_HS,100000084389,Самосвал карьерный HD1500-7 №6,ТР ГС,15000,50,23.5,
100000084389_HD1500-7_REPAIR_DPF,100000084389,Самосвал карьерный HD1500-7 №6,ТР Демпфер,5000,24,23.5,
100000084389_HD1500-7_REPAIR_SUSP,100000084389,Самосвал карьерный HD1500-7 №6,ТР Подвески,18000,120,23.5,
100000084389_HD1500-7_LINING_PART,100000084389,Самосвал карьерный HD1500-7 №6,СВч (частичная футеровка),2000,24,23.5,
100000084389_HD1500-7_LINING_FULL,100000084389,Самосвал карьерный HD1500-7 №6,СВп (полная футеровка),10000,36,23.5,
100000084390_HD1500-7_EO,100000084390,Самосвал карьерный HD1500-7 №7,ЕТО,24,"0,3",23.5,
100000084390_HD1500-7_TO1,100000084390,Самосвал карьерный HD1500-7 №7,ТО1-250,250,1,23.5,
100000084390_HD1500-7_TO-2,100000084390,Самосвал карьерный HD1500-7 №7,ТО2-500,500,"9,8",23.5,
100000084390_HD1500-7_TO-3,100000084390,Самосвал карьерный HD1500-7 №7,ТО3-1000,1000,12,23.5,
100000084390_HD1500-7_TO-4,100000084390,Самосвал карьерный HD1500-7 №7,ТО4-2000,2000,16,23.5,
100000084390_HD1500-7_TO-5,100000084390,Самосвал карьерный HD1500-7 №7,ТО5-5000,5000,24,23.5,
100000084390_HD1500-7_TR,100000084390,Самосвал карьерный HD1500-7 №7,ТР,660,60,23.5,
100000084390_HD1500-7_OVERHAUL_ENG,100000084390,Самосвал карьерный HD1500-7 №7,Кдвс (Замена),24000,168,23.5,
100000084390_HD1500-7_OVERHAUL_TRANS,100000084390,Самосвал карьерный HD1500-7 №7,Ккпп (Замена),24000,185,23.5,
100000084390_HD1500-7_OVERHAUL_DIFF,100000084390,Самосвал карьерный HD1500-7 №7,Кгп (Замена),24000,"87,2",23.5,
100000084390_HD1500-7_OVERHAUL_FD,100000084390,Самосвал карьерный HD1500-7 №7,Кбп,20000,168,23.5,
100000084390_HD1500-7_REPAIR_HS,100000084390,Самосвал карьерный HD1500-7 №7,ТР ГС,15000,50,23.5,
100000084390_HD1500-7_REPAIR_DPF,100000084390,Самосвал карьерный HD1500-7 №7,ТР Демпфер,5000,24,23.5,
100000084390_HD1500-7_REPAIR_SUSP,100000084390,Самосвал карьерный HD1500-7 №7,ТР Подвески,18000,120,23.5,
100000084390_HD1500-7_LINING_PART,100000084390,Самосвал карьерный HD1500-7 №7,СВч (частичная футеровка),2000,24,23.5,
100000084390_HD1500-7_LINING_FULL,100000084390,Самосвал карьерный HD1500-7 №7,СВп (полная футеровка),10000,36,23.5,
100000084391_HD1500-7_EO,100000084391,Самосвал карьерный HD1500-7 №8,ЕТО,24,"0,3",23.5,
100000084391_HD1500-7_TO1,100000084391,Самосвал карьерный HD1500-7 №8,ТО1-250,250,1,23.5,
100000084391_HD1500-7_TO-2,100000084391,Самосвал карьерный HD1500-7 №8,ТО2-500,500,"9,8",23.5,
100000084391_HD1500-7_TO-3,100000084391,Самосвал карьерный HD1500-7 №8,ТО3-1000,1000,12,23.5,
100000084391_HD1500-7_TO-4,100000084391,Самосвал карьерный HD1500-7 №8,ТО4-2000,2000,16,23.5,
100000084391_HD1500-7_TO-5,100000084391,Самосвал карьерный HD1500-7 №8,ТО5-5000,5000,24,23.5,
100000084391_HD1500-7_TR,100000084391,Самосвал карьерный HD1500-7 №8,ТР,660,60,23.5,
100000084391_HD1500-7_OVERHAUL_ENG,100000084391,Самосвал карьерный HD1500-7 №8,Кдвс (Замена),24000,168,23.5,
100000084391_HD1500-7_OVERHAUL_TRANS,100000084391,Самосвал карьерный HD1500-7 №8,Ккпп (Замена),24000,185,23.5,
100000084391_HD1500-7_OVERHAUL_DIFF,100000084391,Самосвал карьерный HD1500-7 №8,Кгп (Замена),24000,"87,2",23.5,
100000084391_HD1500-7_OVERHAUL_FD,100000084391,Самосвал карьерный HD1500-7 №8,Кбп,20000,168,23.5,
100000084391_HD1500-7_REPAIR_HS,100000084391,Самосвал карьерный HD1500-7 №8,ТР ГС,15000,50,23.5,
100000084391_HD1500-7_REPAIR_DPF,100000084391,Самосвал карьерный HD1500-7 №8,ТР Демпфер,5000,24,23.5,
100000084391_HD1500-7_REPAIR_SUSP,100000084391,Самосвал карьерный HD1500-7 №8,ТР Подвески,18000,120,23.5,
100000084391_HD1500-7_LINING_PART,100000084391,Самосвал карьерный HD1500-7 №8,СВч (частичная футеровка),2000,24,23.5,
100000084391_HD1500-7_LINING_FULL,100000084391,Самосвал карьерный HD1500-7 №8,СВп (полная футеровка),10000,36,23.5,
100000084392_HD1500-7_EO,100000084392,Самосвал карьерный HD1500-7 №9,ЕТО,24,"0,3",23.5,
100000084392_HD1500-7_TO1,100000084392,Самосвал карьерный HD1500-7 №9,ТО1-250,250,1,23.5,
100000084392_HD1500-7_TO-2,100000084392,Самосвал карьерный HD1500-7 №9,ТО2-500,500,"9,8",23.5,
100000084392_HD1500-7_TO-3,100000084392,Самосвал карьерный HD1500-7 №9,ТО3-1000,1000,12,23.5,
100000084392_HD1500-7_TO-4,100000084392,Самосвал карьерный HD1500-7 №9,ТО4-2000,2000,16,23.5,
100000084392_HD1500-7_TO-5,100000084392,Самосвал карьерный HD1500-7 №9,ТО5-5000,5000,24,23.5,
100000084392_HD1500-7_TR,100000084392,Самосвал карьерный HD1500-7 №9,ТР,660,60,23.5,
100000084392_HD1500-7_OVERHAUL_ENG,100000084392,Самосвал карьерный HD1500-7 №9,Кдвс (Замена),24000,168,23.5,
100000084392_HD1500-7_OVERHAUL_TRANS,100000084392,Самосвал карьерный HD1500-7 №9,Ккпп (Замена),24000,185,23.5,
100000084392_HD1500-7_OVERHAUL_DIFF,100000084392,Самосвал карьерный HD1500-7 №9,Кгп (Замена),24000,"87,2",23.5,
100000084392_HD1500-7_OVERHAUL_FD,100000084392,Самосвал карьерный HD1500-7 №9,Кбп,20000,168,23.5,
100000084392_HD1500-7_REPAIR_HS,100000084392,Самосвал карьерный HD1500-7 №9,ТР ГС,15000,50,23.5,
100000084392_HD1500-7_REPAIR_DPF,100000084392,Самосвал карьерный HD1500-7 №9,ТР Демпфер,5000,24,23.5,
100000084392_HD1500-7_REPAIR_SUSP,100000084392,Самосвал карьерный HD1500-7 №9,ТР Подвески,18000,120,23.5,
100000084392_HD1500-7_LINING_PART,100000084392,Самосвал карьерный HD1500-7 №9,СВч (частичная футеровка),2000,24,23.5,
100000084392_HD1500-7_LINING_FULL,100000084392,Самосвал карьерный HD1500-7 №9,СВп (полная футеровка),10000,36,23.5,
100000084393_HD1500-7_EO,100000084393,Самосвал карьерный HD1500-7 №10,ЕТО,24,"0,3",23.5,
100000084393_HD1500-7_TO1,100000084393,Самосвал карьерный HD1500-7 №10,ТО1-250,250,1,23.5,
100000084393_HD1500-7_TO-2,100000084393,Самосвал карьерный HD1500-7 №10,ТО2-500,500,"9,8",23.5,
100000084393_HD1500-7_TO-3,100000084393,Самосвал карьерный HD1500-7 №10,ТО3-1000,1000,12,23.5,
100000084393_HD1500-7_TO-4,100000084393,Самосвал карьерный HD1500-7 №10,ТО4-2000,2000,16,23.5,
100000084393_HD1500-7_TO-5,100000084393,Самосвал карьерный HD1500-7 №10,ТО5-5000,5000,24,23.5,
100000084393_HD1500-7_TR,100000084393,Самосвал карьерный HD1500-7 №10,ТР,660,60,23.5,
100000084393_HD1500-7_OVERHAUL_ENG,100000084393,Самосвал карьерный HD1500-7 №10,Кдвс (Замена),24000,168,23.5,
100000084393_HD1500-7_OVERHAUL_TRANS,100000084393,Самосвал карьерный HD1500-7 №10,Ккпп (Замена),24000,185,23.5,
100000084393_HD1500-7_OVERHAUL_DIFF,100000084393,Самосвал карьерный HD1500-7 №10,Кгп (Замена),24000,"87,2",23.5,
100000084393_HD1500-7_OVERHAUL_FD,100000084393,Самосвал карьерный HD1500-7 №10,Кбп,20000,168,23.5,
100000084393_HD1500-7_REPAIR_HS,100000084393,Самосвал карьерный HD1500-7 №10,ТР ГС,15000,50,23.5,
100000084393_HD1500-7_REPAIR_DPF,100000084393,Самосвал карьерный HD1500-7 №10,ТР Демпфер,5000,24,23.5,
100000084393_HD1500-7_REPAIR_SUSP,100000084393,Самосвал карьерный HD1500-7 №10,ТР Подвески,18000,120,23.5,
100000084393_HD1500-7_LINING_PART,100000084393,Самосвал карьерный HD1500-7 №10,СВч (частичная футеровка),2000,24,23.5,
100000084393_HD1500-7_LINING_FULL,100000084393,Самосвал карьерный HD1500-7 №10,СВп (полная футеровка),10000,36,23.5,
100000084394_HD1500-7_EO,100000084394,Самосвал карьерный HD1500-7 №11,ЕТО,24,"0,3",23.5,
100000084394_HD1500-7_TO1,100000084394,Самосвал карьерный HD1500-7 №11,ТО1-250,250,1,23.5,
100000084394_HD1500-7_TO-2,100000084394,Самосвал карьерный HD1500-7 №11,ТО2-500,500,"9,8",23.5,
100000084394_HD1500-7_TO-3,100000084394,Самосвал карьерный HD1500-7 №11,ТО3-1000,1000,12,23.5,
100000084394_HD1500-7_TO-4,100000084394,Самосвал карьерный HD1500-7 №11,ТО4-2000,2000,16,23.5,
100000084394_HD1500-7_TO-5,100000084394,Самосвал карьерный HD1500-7 №11,ТО5-5000,5000,24,23.5,
100000084394_HD1500-7_TR,100000084394,Самосвал карьерный HD1500-7 №11,ТР,660,60,23.5,
100000084394_HD1500-7_OVERHAUL_ENG,100000084394,Самосвал карьерный HD1500-7 №11,Кдвс (Замена),24000,168,23.5,
100000084394_HD1500-7_OVERHAUL_TRANS,100000084394,Самосвал карьерный HD1500-7 №11,Ккпп (Замена),24000,185,23.5,
100000084394_HD1500-7_OVERHAUL_DIFF,100000084394,Самосвал карьерный HD1500-7 №11,Кгп (Замена),24000,"87,2",23.5,
100000084394_HD1500-7_OVERHAUL_FD,100000084394,Самосвал карьерный HD1500-7 №11,Кбп,20000,168,23.5,
100000084394_HD1500-7_REPAIR_HS,100000084394,Самосвал карьерный HD1500-7 №11,ТР ГС,15000,50,23.5,
100000084394_HD1500-7_REPAIR_DPF,100000084394,Самосвал карьерный HD1500-7 №11,ТР Демпфер,5000,24,23.5,
100000084394_HD1500-7_REPAIR_SUSP,100000084394,Самосвал карьерный HD1500-7 №11,ТР Подвески,18000,120,23.5,
100000084394_HD1500-7_LINING_PART,100000084394,Самосвал карьерный HD1500-7 №11,СВч (частичная футеровка),2000,24,23.5,
100000084394_HD1500-7_LINING_FULL,100000084394,Самосвал карьерный HD1500-7 №11,СВп (полная футеровка),10000,36,23.5,
100000084395_HD1500-7_EO,100000084395,Самосвал карьерный HD1500-7 №12,ЕТО,24,"0,3",23.5,
100000084395_HD1500-7_TO1,100000084395,Самосвал карьерный HD1500-7 №12,ТО1-250,250,1,23.5,
100000084395_HD1500-7_TO-2,100000084395,Самосвал карьерный HD1500-7 №12,ТО2-500,500,"9,8",23.5,
100000084395_HD1500-7_TO-3,100000084395,Самосвал карьерный HD1500-7 №12,ТО3-1000,1000,12,23.5,
100000084395_HD1500-7_TO-4,100000084395,Самосвал карьерный HD1500-7 №12,ТО4-2000,2000,16,23.5,
100000084395_HD1500-7_TO-5,100000084395,Самосвал карьерный HD1500-7 №12,ТО5-5000,5000,24,23.5,
100000084395_HD1500-7_TR,100000084395,Самосвал карьерный HD1500-7 №12,ТР,660,60,23.5,
100000084395_HD1500-7_OVERHAUL_ENG,100000084395,Самосвал карьерный HD1500-7 №12,Кдвс (Замена),24000,168,23.5,
100000084395_HD1500-7_OVERHAUL_TRANS,100000084395,Самосвал карьерный HD1500-7 №12,Ккпп (Замена),24000,185,23.5,
100000084395_HD1500-7_OVERHAUL_DIFF,100000084395,Самосвал карьерный HD1500-7 №12,Кгп (Замена),24000,"87,2",23.5,
100000084395_HD1500-7_OVERHAUL_FD,100000084395,Самосвал карьерный HD1500-7 №12,Кбп,20000,168,23.5,
100000084395_HD1500-7_REPAIR_HS,100000084395,Самосвал карьерный HD1500-7 №12,ТР ГС,15000,50,23.5,
100000084395_HD1500-7_REPAIR_DPF,100000084395,Самосвал карьерный HD1500-7 №12,ТР Демпфер,5000,24,23.5,
100000084395_HD1500-7_REPAIR_SUSP,100000084395,Самосвал карьерный HD1500-7 №12,ТР Подвески,18000,120,23.5,
100000084395_HD1500-7_LINING_PART,100000084395,Самосвал карьерный HD1500-7 №12,СВч (частичная футеровка),2000,24,23.5,
100000084395_HD1500-7_LINING_FULL,100000084395,Самосвал карьерный HD1500-7 №12,СВп (полная футеровка),10000,36,23.5,
100000093091_HD1500-7_EO,100000093091,Коробка передач №100383,ЕТО,24,"0,3",23.5,
100000093091_HD1500-7_TO1,100000093091,Коробка передач №100383,ТО1-250,250,1,23.5,
100000093091_HD1500-7_TO-2,100000093091,Коробка передач №100383,ТО2-500,500,"9,8",23.5,
100000093091_HD1500-7_TO-3,100000093091,Коробка передач №100383,ТО3-1000,1000,12,23.5,
100000093091_HD1500-7_TO-4,100000093091,Коробка передач №100383,ТО4-2000,2000,16,23.5,
100000093091_HD1500-7_TO-5,100000093091,Коробка передач №100383,ТО5-5000,5000,24,23.5,
100000093091_HD1500-7_TR,100000093091,Коробка передач №100383,ТР,660,60,23.5,
100000093091_HD1500-7_OVERHAUL_ENG,100000093091,Коробка передач №100383,Кдвс (Замена),24000,168,23.5,
100000093091_HD1500-7_OVERHAUL_TRANS,100000093091,Коробка передач №100383,Ккпп (Замена),24000,185,23.5,
100000093091_HD1500-7_OVERHAUL_DIFF,100000093091,Коробка передач №100383,Кгп (Замена),24000,"87,2",23.5,
100000093091_HD1500-7_OVERHAUL_FD,100000093091,Коробка передач №100383,Кбп,20000,168,23.5,
100000093091_HD1500-7_REPAIR_HS,100000093091,Коробка передач №100383,ТР ГС,15000,50,23.5,
100000093091_HD1500-7_REPAIR_DPF,100000093091,Коробка передач №100383,ТР Демпфер,5000,24,23.5,
100000093091_HD1500-7_REPAIR_SUSP,100000093091,Коробка передач №100383,ТР Подвески,18000,120,23.5,
100000093091_HD1500-7_LINING_PART,100000093091,Коробка передач №100383,СВч (частичная футеровка),2000,24,23.5,
100000093091_HD1500-7_LINING_FULL,100000093091,Коробка передач №100383,СВп (полная футеровка),10000,36,23.5,
100000093090_HD1500-7_EO,100000093090,ДВС QSK45 №33209688,ЕТО,24,"0,3",23.5,
100000093090_HD1500-7_TO1,100000093090,ДВС QSK45 №33209688,ТО1-250,250,1,23.5,
100000093090_HD1500-7_TO-2,100000093090,ДВС QSK45 №33209688,ТО2-500,500,"9,8",23.5,
100000093090_HD1500-7_TO-3,100000093090,ДВС QSK45 №33209688,ТО3-1000,1000,12,23.5,
100000093090_HD1500-7_TO-4,100000093090,ДВС QSK45 №33209688,ТО4-2000,2000,16,23.5,
100000093090_HD1500-7_TO-5,100000093090,ДВС QSK45 №33209688,ТО5-5000,5000,24,23.5,
100000093090_HD1500-7_TR,100000093090,ДВС QSK45 №33209688,ТР,660,60,23.5,
100000093090_HD1500-7_OVERHAUL_ENG,100000093090,ДВС QSK45 №33209688,Кдвс (Замена),24000,168,23.5,
100000093090_HD1500-7_OVERHAUL_TRANS,100000093090,ДВС QSK45 №33209688,Ккпп (Замена),24000,185,23.5,
100000093090_HD1500-7_OVERHAUL_DIFF,100000093090,ДВС QSK45 №33209688,Кгп (Замена),24000,"87,2",23.5,
100000093090_HD1500-7_OVERHAUL_FD,100000093090,ДВС QSK45 №33209688,Кбп,20000,168,23.5,
100000093090_HD1500-7_REPAIR_HS,100000093090,ДВС QSK45 №33209688,ТР ГС,15000,50,23.5,
100000093090_HD1500-7_REPAIR_DPF,100000093090,ДВС QSK45 №33209688,ТР Демпфер,5000,24,23.5,
100000093090_HD1500-7_REPAIR_SUSP,100000093090,ДВС QSK45 №33209688,ТР Подвески,18000,120,23.5,
100000093090_HD1500-7_LINING_PART,100000093090,ДВС QSK45 №33209688,СВч (частичная футеровка),2000,24,23.5,
100000093090_HD1500-7_LINING_FULL,100000093090,ДВС QSK45 №33209688,СВп (полная футеровка),10000,36,23.5,
100000093055_HD1500-7_EO,100000093055,ДВС QSK45 №33223863,ЕТО,24,"0,3",23.5,
100000093055_HD1500-7_TO1,100000093055,ДВС QSK45 №33223863,ТО1-250,250,1,23.5,
100000093055_HD1500-7_TO-2,100000093055,ДВС QSK45 №33223863,ТО2-500,500,"9,8",23.5,
100000093055_HD1500-7_TO-3,100000093055,ДВС QSK45 №33223863,ТО3-1000,1000,12,23.5,
100000093055_HD1500-7_TO-4,100000093055,ДВС QSK45 №33223863,ТО4-2000,2000,16,23.5,
100000093055_HD1500-7_TO-5,100000093055,ДВС QSK45 №33223863,ТО5-5000,5000,24,23.5,
100000093055_HD1500-7_TR,100000093055,ДВС QSK45 №33223863,ТР,660,60,23.5,
100000093055_HD1500-7_OVERHAUL_ENG,100000093055,ДВС QSK45 №33223863,Кдвс (Замена),24000,168,23.5,
100000093055_HD1500-7_OVERHAUL_TRANS,100000093055,ДВС QSK45 №33223863,Ккпп (Замена),24000,185,23.5,
100000093055_HD1500-7_OVERHAUL_DIFF,100000093055,ДВС QSK45 №33223863,Кгп (Замена),24000,"87,2",23.5,
100000093055_HD1500-7_OVERHAUL_FD,100000093055,ДВС QSK45 №33223863,Кбп,20000,168,23.5,
100000093055_HD1500-7_REPAIR_HS,100000093055,ДВС QSK45 №33223863,ТР ГС,15000,50,23.5,
100000093055_HD1500-7_REPAIR_DPF,100000093055,ДВС QSK45 №33223863,ТР Демпфер,5000,24,23.5,
100000093055_HD1500-7_REPAIR_SUSP,100000093055,ДВС QSK45 №33223863,ТР Подвески,18000,120,23.5,
100000093055_HD1500-7_LINING_PART,100000093055,ДВС QSK45 №33223863,СВч (частичная футеровка),2000,24,23.5,
100000093055_HD1500-7_LINING_FULL,100000093055,ДВС QSK45 №33223863,СВп (полная футеровка),10000,36,23.5,
