,Unnamed: 0,maintanance_job_code,eo_code,interval_motohours,"dowtime_plan, hours",maintanance_datetime,maintanance_date,maintanance_name,year,month,month_year
8964,8964,100000084388_HD1500-7_TO-2,100000084388,500.0,9.8,2025-12-16 10:00:00,2025-12-16,ТО2-500,2025,12,12_2025
8999,8999,100000084388_HD1500-7_TO-3,100000084388,1000.0,12.0,2025-12-16 10:00:00,2025-12-16,ТО3-1000,2025,12,12_2025
9017,9017,100000084388_HD1500-7_TO-4,100000084388,2000.0,16.0,2025-12-16 18:30:00,2025-12-16,ТО4-2000,2025,12,12_2025
9076,9076,100000084388_HD1500-7_TR,100000084388,660.0,60.0,2025-12-02 06:00:00,2025-12-02,ТР,2025,12,12_2025
9077,9077,100000084388_HD1500-7_TR,100000084388,660.0,60.0,2025-12-30 08:00:00,2025-12-30,ТР,2025,12,12_2025
9115,9115,100000084388_HD1500-7_LINING_PART,100000084388,2000.0,24.0,2025-12-16 18:30:00,2025-12-16,СВч (частичная футеровка),2025,12,12_2025
10551,10551,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-01 00:00:00,2025-12-01,ЕТО,2025,12,12_2025
10552,10552,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-02 00:00:00,2025-12-02,ЕТО,2025,12,12_2025
10553,10553,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-03 00:00:00,2025-12-03,ЕТО,2025,12,12_2025
10554,10554,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-04 00:00:00,2025-12-04,ЕТО,2025,12,12_2025
10555,10555,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-05 00:00:00,2025-12-05,ЕТО,2025,12,12_2025
10556,10556,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-06 00:00:00,2025-12-06,ЕТО,2025,12,12_2025
10557,10557,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-07 00:00:00,2025-12-07,ЕТО,2025,12,12_2025
10558,10558,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-08 00:00:00,2025-12-08,ЕТО,2025,12,12_2025
10559,10559,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-09 00:00:00,2025-12-09,ЕТО,2025,12,12_2025
10560,10560,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-10 00:00:00,2025-12-10,ЕТО,2025,12,12_2025
10561,10561,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-11 00:00:00,2025-12-11,ЕТО,2025,12,12_2025
10562,10562,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-12 00:00:00,2025-12-12,ЕТО,2025,12,12_2025
10563,10563,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-13 00:00:00,2025-12-13,ЕТО,2025,12,12_2025
10564,10564,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-14 00:00:00,2025-12-14,ЕТО,2025,12,12_2025
10565,10565,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-15 00:00:00,2025-12-15,ЕТО,2025,12,12_2025
10566,10566,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-16 00:00:00,2025-12-16,ЕТО,2025,12,12_2025
10567,10567,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-17 00:00:00,2025-12-17,ЕТО,2025,12,12_2025
10568,10568,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-18 00:00:00,2025-12-18,ЕТО,2025,12,12_2025
10569,10569,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-19 00:00:00,2025-12-19,ЕТО,2025,12,12_2025
10570,10570,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-20 00:00:00,2025-12-20,ЕТО,2025,12,12_2025
10571,10571,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-21 00:00:00,2025-12-21,ЕТО,2025,12,12_2025
10572,10572,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-22 00:00:00,2025-12-22,ЕТО,2025,12,12_2025
10573,10573,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-23 00:00:00,2025-12-23,ЕТО,2025,12,12_2025
10574,10574,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-24 00:00:00,2025-12-24,ЕТО,2025,12,12_2025
10575,10575,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-25 00:00:00,2025-12-25,ЕТО,2025,12,12_2025
10576,10576,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-26 00:00:00,2025-12-26,ЕТО,2025,12,12_2025
10577,10577,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-27 00:00:00,2025-12-27,ЕТО,2025,12,12_2025
10578,10578,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-28 00:00:00,2025-12-28,ЕТО,2025,12,12_2025
10579,10579,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-29 00:00:00,2025-12-29,ЕТО,2025,12,12_2025
10580,10580,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-30 00:00:00,2025-12-30,ЕТО,2025,12,12_2025
10581,10581,100000093057_HD1500-7_EO,100000093057,23.7,0.3,2025-12-31 00:00:00,2025-12-31,ЕТО,2025,12,12_2025
10717,10717,100000093057_HD1500-7_TO1,100000093057,250.0,1.0,2025-12-04 09:00:00,2025-12-04,ТО1-250,2025,12,12_2025
10718,10718,100000093057_HD1500-7_TO1,100000093057,250.0,1.0,2025-12-15 00:00:00,2025-12-15,ТО1-250,2025,12,12_2025
10719,10719,100000093057_HD1500-7_TO1,100000093057,250.0,1.0,2025-12-25 15:00:00,2025-12-25,ТО1-250,2025,12,12_2025
10788,10788,100000093057_HD1500-7_TO-2,100000093057,500.0,9.8,2025-12-16 10:00:00,2025-12-16,ТО2-500,2025,12,12_2025
10823,10823,100000093057_HD1500-7_TO-3,100000093057,1000.0,12.0,2025-12-16 10:00:00,2025-12-16,ТО3-1000,2025,12,12_2025
10841,10841,100000093057_HD1500-7_TO-4,100000093057,2000.0,16.0,2025-12-16 18:30:00,2025-12-16,ТО4-2000,2025,12,12_2025
10900,10900,100000093057_HD1500-7_TR,100000093057,660.0,60.0,2025-12-02 06:00:00,2025-12-02,ТР,2025,12,12_2025
10901,10901,100000093057_HD1500-7_TR,100000093057,660.0,60.0,2025-12-30 08:00:00,2025-12-30,ТР,2025,12,12_2025
10939,10939,100000093057_HD1500-7_LINING_PART,100000093057,2000.0,24.0,2025-12-16 18:30:00,2025-12-16,СВч (частичная футеровка),2025,12,12_2025
12375,12375,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-01 00:00:00,2025-12-01,ЕТО,2025,12,12_2025
12376,12376,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-02 00:00:00,2025-12-02,ЕТО,2025,12,12_2025
12377,12377,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-03 00:00:00,2025-12-03,ЕТО,2025,12,12_2025
12378,12378,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-04 00:00:00,2025-12-04,ЕТО,2025,12,12_2025
12379,12379,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-05 00:00:00,2025-12-05,ЕТО,2025,12,12_2025
12380,12380,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-06 00:00:00,2025-12-06,ЕТО,2025,12,12_2025
12381,12381,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-07 00:00:00,2025-12-07,ЕТО,2025,12,12_2025
12382,12382,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-08 00:00:00,2025-12-08,ЕТО,2025,12,12_2025
12383,12383,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-09 00:00:00,2025-12-09,ЕТО,2025,12,12_2025
12384,12384,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-10 00:00:00,2025-12-10,ЕТО,2025,12,12_2025
12385,12385,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-11 00:00:00,2025-12-11,ЕТО,2025,12,12_2025
12386,12386,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-12 00:00:00,2025-12-12,ЕТО,2025,12,12_2025
12387,12387,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-13 00:00:00,2025-12-13,ЕТО,2025,12,12_2025
12388,12388,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-14 00:00:00,2025-12-14,ЕТО,2025,12,12_2025
12389,12389,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-15 00:00:00,2025-12-15,ЕТО,2025,12,12_2025
12390,12390,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-16 00:00:00,2025-12-16,ЕТО,2025,12,12_2025
12391,12391,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-17 00:00:00,2025-12-17,ЕТО,2025,12,12_2025
12392,12392,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-18 00:00:00,2025-12-18,ЕТО,2025,12,12_2025
12393,12393,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-19 00:00:00,2025-12-19,ЕТО,2025,12,12_2025
12394,12394,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-20 00:00:00,2025-12-20,ЕТО,2025,12,12_2025
12395,12395,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-21 00:00:00,2025-12-21,ЕТО,2025,12,12_2025
12396,12396,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-22 00:00:00,2025-12-22,ЕТО,2025,12,12_2025
12397,12397,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-23 00:00:00,2025-12-23,ЕТО,2025,12,12_2025
12398,12398,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-24 00:00:00,2025-12-24,ЕТО,2025,12,12_2025
12399,12399,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-25 00:00:00,2025-12-25,ЕТО,2025,12,12_2025
12400,12400,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-26 00:00:00,2025-12-26,ЕТО,2025,12,12_2025
12401,12401,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-27 00:00:00,2025-12-27,ЕТО,2025,12,12_2025
12402,12402,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-28 00:00:00,2025-12-28,ЕТО,2025,12,12_2025
12403,12403,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-29 00:00:00,2025-12-29,ЕТО,2025,12,12_2025
12404,12404,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-30 00:00:00,2025-12-30,ЕТО,2025,12,12_2025
12405,12405,100000084389_HD1500-7_EO,100000084389,23.7,0.3,2025-12-31 00:00:00,2025-12-31,ЕТО,2025,12,12_2025
12541,12541,100000084389_HD1500-7_TO1,100000084389,250.0,1.0,2025-12-04 09:00:00,2025-12-04,ТО1-250,2025,12,12_2025
12542,12542,100000084389_HD1500-7_TO1,100000084389,250.0,1.0,2025-12-15 00:00:00,2025-12-15,ТО1-250,2025,12,12_2025
12543,12543,100000084389_HD1500-7_TO1,100000084389,250.0,1.0,2025-12-25 15:00:00,2025-12-25,ТО1-250,2025,12,12_2025
12612,12612,100000084389_HD1500-7_TO-2,100000084389,500.0,9.8,2025-12-16 10:00:00,2025-12-16,ТО2-500,2025,12,12_2025
12647,12647,100000084389_HD1500-7_TO-3,100000084389,1000.0,12.0,2025-12-16 10:00:00,2025-12-16,ТО3-1000,2025,12,12_2025
12665,12665,100000084389_HD1500-7_TO-4,100000084389,2000.0,16.0,2025-12-16 18:30:00,2025-12-16,ТО4-2000,2025,12,12_2025
12724,12724,100000084389_HD1500-7_TR,100000084389,660.0,60.0,2025-12-02 06:00:00,2025-12-02,ТР,2025,12,12_2025
12725,12725,100000084389_HD1500-7_TR,100000084389,660.0,60.0,2025-12-30 08:00:00,2025-12-30,ТР,2025,12,12_2025
12763,12763,100000084389_HD1500-7_LINING_PART,100000084389,2000.0,24.0,2025-12-16 18:30:00,2025-12-16,СВч (частичная футеровка),2025,12,12_2025
14199,14199,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-01 00:00:00,2025-12-01,ЕТО,2025,12,12_2025
14200,14200,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-02 00:00:00,2025-12-02,ЕТО,2025,12,12_2025
14201,14201,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-03 00:00:00,2025-12-03,ЕТО,2025,12,12_2025
14202,14202,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-04 00:00:00,2025-12-04,ЕТО,2025,12,12_2025
14203,14203,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-05 00:00:00,2025-12-05,ЕТО,2025,12,12_2025
14204,14204,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-06 00:00:00,2025-12-06,ЕТО,2025,12,12_2025
14205,14205,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-07 00:00:00,2025-12-07,ЕТО,2025,12,12_2025
14206,14206,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-08 00:00:00,2025-12-08,ЕТО,2025,12,12_2025
14207,14207,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-09 00:00:00,2025-12-09,ЕТО,2025,12,12_2025
14208,14208,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-10 00:00:00,2025-12-10,ЕТО,2025,12,12_2025
14209,14209,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-11 00:00:00,2025-12-11,ЕТО,2025,12,12_2025
14210,14210,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-12 00:00:00,2025-12-12,ЕТО,2025,12,12_2025
14211,14211,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-13 00:00:00,2025-12-13,ЕТО,2025,12,12_2025
14212,14212,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-14 00:00:00,2025-12-14,ЕТО,2025,12,12_2025
14213,14213,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-15 00:00:00,2025-12-15,ЕТО,2025,12,12_2025
14214,14214,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-16 00:00:00,2025-12-16,ЕТО,2025,12,12_2025
14215,14215,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-17 00:00:00,2025-12-17,ЕТО,2025,12,12_2025
14216,14216,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-18 00:00:00,2025-12-18,ЕТО,2025,12,12_2025
14217,14217,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-19 00:00:00,2025-12-19,ЕТО,2025,12,12_2025
14218,14218,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-20 00:00:00,2025-12-20,ЕТО,2025,12,12_2025
14219,14219,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-21 00:00:00,2025-12-21,ЕТО,2025,12,12_2025
14220,14220,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-22 00:00:00,2025-12-22,ЕТО,2025,12,12_2025
14221,14221,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-23 00:00:00,2025-12-23,ЕТО,2025,12,12_2025
14222,14222,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-24 00:00:00,2025-12-24,ЕТО,2025,12,12_2025
14223,14223,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-25 00:00:00,2025-12-25,ЕТО,2025,12,12_2025
14224,14224,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-26 00:00:00,2025-12-26,ЕТО,2025,12,12_2025
14225,14225,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-27 00:00:00,2025-12-27,ЕТО,2025,12,12_2025
14226,14226,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-28 00:00:00,2025-12-28,ЕТО,2025,12,12_2025
14227,14227,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-29 00:00:00,2025-12-29,ЕТО,2025,12,12_2025
14228,14228,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-30 00:00:00,2025-12-30,ЕТО,2025,12,12_2025
14229,14229,100000084390_HD1500-7_EO,100000084390,23.7,0.3,2025-12-31 00:00:00,2025-12-31,ЕТО,2025,12,12_2025
14365,14365,100000084390_HD1500-7_TO1,100000084390,250.0,1.0,2025-12-04 09:00:00,2025-12-04,ТО1-250,2025,12,12_2025
14366,14366,100000084390_HD1500-7_TO1,100000084390,250.0,1.0,2025-12-15 00:00:00,2025-12-15,ТО1-250,2025,12,12_2025
14367,14367,100000084390_HD1500-7_TO1,100000084390,250.0,1.0,2025-12-25 15:00:00,2025-12-25,ТО1-250,2025,12,12_2025
14436,14436,100000084390_HD1500-7_TO-2,100000084390,500.0,9.8,2025-12-16 10:00:00,2025-12-16,ТО2-500,2025,12,12_2025
14471,14471,100000084390_HD1500-7_TO-3,100000084390,1000.0,12.0,2025-12-16 10:00:00,2025-12-16,ТО3-1000,2025,12,12_2025
14489,14489,100000084390_HD1500-7_TO-4,100000084390,2000.0,16.0,2025-12-16 18:30:00,2025-12-16,ТО4-2000,2025,12,12_2025
14548,14548,100000084390_HD1500-7_TR,100000084390,660.0,60.0,2025-12-02 06:00:00,2025-12-02,ТР,2025,12,12_2025
14549,14549,100000084390_HD1500-7_TR,100000084390,660.0,60.0,2025-12-30 08:00:00,2025-12-30,ТР,2025,12,12_2025
14587,14587,100000084390_HD1500-7_LINING_PART,100000084390,2000.0,24.0,2025-12-16 18:30:00,2025-12-16,СВч (частичная футеровка),2025,12,12_2025
16023,16023,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-01 00:00:00,2025-12-01,ЕТО,2025,12,12_2025
16024,16024,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-02 00:00:00,2025-12-02,ЕТО,2025,12,12_2025
16025,16025,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-03 00:00:00,2025-12-03,ЕТО,2025,12,12_2025
16026,16026,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-04 00:00:00,2025-12-04,ЕТО,2025,12,12_2025
16027,16027,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-05 00:00:00,2025-12-05,ЕТО,2025,12,12_2025
16028,16028,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-06 00:00:00,2025-12-06,ЕТО,2025,12,12_2025
16029,16029,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-07 00:00:00,2025-12-07,ЕТО,2025,12,12_2025
16030,16030,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-08 00:00:00,2025-12-08,ЕТО,2025,12,12_2025
16031,16031,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-09 00:00:00,2025-12-09,ЕТО,2025,12,12_2025
16032,16032,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-10 00:00:00,2025-12-10,ЕТО,2025,12,12_2025
16033,16033,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-11 00:00:00,2025-12-11,ЕТО,2025,12,12_2025
16034,16034,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-12 00:00:00,2025-12-12,ЕТО,2025,12,12_2025
16035,16035,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-13 00:00:00,2025-12-13,ЕТО,2025,12,12_2025
16036,16036,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-14 00:00:00,2025-12-14,ЕТО,2025,12,12_2025
16037,16037,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-15 00:00:00,2025-12-15,ЕТО,2025,12,12_2025
16038,16038,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-16 00:00:00,2025-12-16,ЕТО,2025,12,12_2025
16039,16039,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-17 00:00:00,2025-12-17,ЕТО,2025,12,12_2025
16040,16040,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-18 00:00:00,2025-12-18,ЕТО,2025,12,12_2025
16041,16041,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-19 00:00:00,2025-12-19,ЕТО,2025,12,12_2025
16042,16042,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-20 00:00:00,2025-12-20,ЕТО,2025,12,12_2025
16043,16043,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-21 00:00:00,2025-12-21,ЕТО,2025,12,12_2025
16044,16044,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-22 00:00:00,2025-12-22,ЕТО,2025,12,12_2025
16045,16045,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-23 00:00:00,2025-12-23,ЕТО,2025,12,12_2025
16046,16046,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-24 00:00:00,2025-12-24,ЕТО,2025,12,12_2025
16047,16047,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-25 00:00:00,2025-12-25,ЕТО,2025,12,12_2025
16048,16048,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-26 00:00:00,2025-12-26,ЕТО,2025,12,12_2025
16049,16049,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-27 00:00:00,2025-12-27,ЕТО,2025,12,12_2025
16050,16050,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-28 00:00:00,2025-12-28,ЕТО,2025,12,12_2025
16051,16051,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-29 00:00:00,2025-12-29,ЕТО,2025,12,12_2025
16052,16052,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-30 00:00:00,2025-12-30,ЕТО,2025,12,12_2025
16053,16053,100000084391_HD1500-7_EO,100000084391,23.7,0.3,2025-12-31 00:00:00,2025-12-31,ЕТО,2025,12,12_2025
16189,16189,100000084391_HD1500-7_TO1,100000084391,250.0,1.0,2025-12-04 09:00:00,2025-12-04,ТО1-250,2025,12,12_2025
16190,16190,100000084391_HD1500-7_TO1,100000084391,250.0,1.0,2025-12-15 00:00:00,2025-12-15,ТО1-250,2025,12,12_2025
16191,16191,100000084391_HD1500-7_TO1,100000084391,250.0,1.0,2025-12-25 15:00:00,2025-12-25,ТО1-250,2025,12,12_2025
16260,16260,100000084391_HD1500-7_TO-2,100000084391,500.0,9.8,2025-12-16 10:00:00,2025-12-16,ТО2-500,2025,12,12_2025
16295,16295,100000084391_HD1500-7_TO-3,100000084391,1000.0,12.0,2025-12-16 10:00:00,2025-12-16,ТО3-1000,2025,12,12_2025
16313,16313,100000084391_HD1500-7_TO-4,100000084391,2000.0,16.0,2025-12-16 18:30:00,2025-12-16,ТО4-2000,2025,12,12_2025
16372,16372,100000084391_HD1500-7_TR,100000084391,660.0,60.0,2025-12-02 06:00:00,2025-12-02,ТР,2025,12,12_2025
16373,16373,100000084391_HD1500-7_TR,100000084391,660.0,60.0,2025-12-30 08:00:00,2025-12-30,ТР,2025,12,12_2025
16411,16411,100000084391_HD1500-7_LINING_PART,100000084391,2000.0,24.0,2025-12-16 18:30:00,2025-12-16,СВч (частичная футеровка),2025,12,12_2025
17847,17847,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-01 00:00:00,2025-12-01,ЕТО,2025,12,12_2025
17848,17848,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-02 00:00:00,2025-12-02,ЕТО,2025,12,12_2025
17849,17849,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-03 00:00:00,2025-12-03,ЕТО,2025,12,12_2025
17850,17850,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-04 00:00:00,2025-12-04,ЕТО,2025,12,12_2025
17851,17851,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-05 00:00:00,2025-12-05,ЕТО,2025,12,12_2025
17852,17852,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-06 00:00:00,2025-12-06,ЕТО,2025,12,12_2025
17853,17853,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-07 00:00:00,2025-12-07,ЕТО,2025,12,12_2025
17854,17854,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-08 00:00:00,2025-12-08,ЕТО,2025,12,12_2025
17855,17855,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-09 00:00:00,2025-12-09,ЕТО,2025,12,12_2025
17856,17856,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-10 00:00:00,2025-12-10,ЕТО,2025,12,12_2025
17857,17857,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-11 00:00:00,2025-12-11,ЕТО,2025,12,12_2025
17858,17858,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-12 00:00:00,2025-12-12,ЕТО,2025,12,12_2025
17859,17859,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-13 00:00:00,2025-12-13,ЕТО,2025,12,12_2025
17860,17860,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-14 00:00:00,2025-12-14,ЕТО,2025,12,12_2025
17861,17861,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-15 00:00:00,2025-12-15,ЕТО,2025,12,12_2025
17862,17862,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-16 00:00:00,2025-12-16,ЕТО,2025,12,12_2025
17863,17863,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-17 00:00:00,2025-12-17,ЕТО,2025,12,12_2025
17864,17864,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-18 00:00:00,2025-12-18,ЕТО,2025,12,12_2025
17865,17865,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-19 00:00:00,2025-12-19,ЕТО,2025,12,12_2025
17866,17866,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-20 00:00:00,2025-12-20,ЕТО,2025,12,12_2025
17867,17867,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-21 00:00:00,2025-12-21,ЕТО,2025,12,12_2025
17868,17868,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-22 00:00:00,2025-12-22,ЕТО,2025,12,12_2025
17869,17869,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-23 00:00:00,2025-12-23,ЕТО,2025,12,12_2025
17870,17870,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-24 00:00:00,2025-12-24,ЕТО,2025,12,12_2025
17871,17871,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-25 00:00:00,2025-12-25,ЕТО,2025,12,12_2025
17872,17872,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-26 00:00:00,2025-12-26,ЕТО,2025,12,12_2025
17873,17873,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-27 00:00:00,2025-12-27,ЕТО,2025,12,12_2025
17874,17874,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-28 00:00:00,2025-12-28,ЕТО,2025,12,12_2025
17875,17875,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-29 00:00:00,2025-12-29,ЕТО,2025,12,12_2025
17876,17876,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-30 00:00:00,2025-12-30,ЕТО,2025,12,12_2025
17877,17877,100000084392_HD1500-7_EO,100000084392,23.7,0.3,2025-12-31 00:00:00,2025-12-31,ЕТО,2025,12,12_2025
