level_1_description,Название технического места,eo_code,eo_description,mvz,level_2_description,operation_start_date,operation_finish_date,avearage_day_operation_hours
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054847,Самосвал карьерный 793D №746,1113011920.0,Рудоуправление,06.10.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054846,Самосвал карьерный 793D №747,1113011920.0,Рудоуправление,08.10.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054848,Самосвал карьерный 793D №748,1113011920.0,Рудоуправление,11.10.2020,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000054780,Бульдозер D85EХ-15 №3301,1114011223.0,Рудоуправление,30.10.2020,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000054862,Бульдозер D65EX-16 №3310,1114011223.0,Рудоуправление,30.10.2020,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000054864,Бульдозер D65EX-16 №3315,1114011223.0,Рудоуправление,30.10.2020,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000054863,Бульдозер D65EX-16 №3314,1114011223.0,Рудоуправление,30.10.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054849,Самосвал карьерный 793D №749,1113011920.0,Рудоуправление,19.10.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054851,Самосвал карьерный 793D №751,1113011920.0,Рудоуправление,29.10.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054850,Самосвал карьерный 793D №750,1113011920.0,Рудоуправление,12.11.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054852,Самосвал карьерный 793D №752,1113011920.0,Рудоуправление,20.11.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054853,Самосвал карьерный 793D №753,1113011920.0,Рудоуправление,23.11.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054854,Самосвал карьерный 793D №754,1113011920.0,Рудоуправление,28.11.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054855,Самосвал карьерный 793D №755,1113011920.0,Рудоуправление,07.12.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054856,Самосвал карьерный 793D №756,1113011920.0,Рудоуправление,11.12.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054857,Самосвал карьерный 793D №757,1113011920.0,Рудоуправление,18.12.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000054858,Самосвал карьерный 793D №758,1113011920.0,Рудоуправление,25.12.2020,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000056177,Кузов,1113011920.0,Рудоуправление,15.01.2021,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000021344,Самосвал карьерный HD1500-8 №1624,1213011320.0,Цех тяжелой техники,01.04.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000024392,Компьютер промышл. бортовой Trax-10 LP,1213011320.0,Цех тяжелой техники,01.09.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000021364,Самосвал карьерный HD1500-8 №1625,1213011320.0,Цех тяжелой техники,01.04.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000024393,Компьютер промышл. бортовой Trax-10 LP,1213011320.0,Цех тяжелой техники,01.09.2020,,22.5
Полюс Вернинское,Выемочно-транспортный участок,100000021378,Бульдозер WD600-6 №1406,1214011423.0,Рудоуправление (Карьер Вернинский),01.04.2020,,22.5
Полюс Вернинское,Выемочно-транспортный участок,100000024395,Компьютер промышл. бортовой Trax-10 LP,1214011423.0,Рудоуправление (Карьер Вернинский),01.09.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000021376,Кузов,1213011320.0,Цех тяжелой техники,31.03.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000021370,Кузов,1213011320.0,Цех тяжелой техники,31.03.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000021466,Самосвал карьерный HD1500-8 №1626,1213011320.0,Цех тяжелой техники,01.08.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000024394,Компьютер промышл. бортовой Trax-10 LP,1213011320.0,Цех тяжелой техники,01.09.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000021385,Компьютер промышл. бортовой Trax-10 LP,1213011320.0,Цех тяжелой техники,26.08.2017,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000022783,Самосвал карьерный HD1500-8 №1629,1213011320.0,Цех тяжелой техники,20.12.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000022743,Самосвал карьерный HD1500-8 №1627,1213011320.0,Цех тяжелой техники,01.01.2021,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000069160,Компьютер промышл. бортовой Trax-10 LP,1213011320.0,Цех тяжелой техники,27.12.2020,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000022744,Самосвал карьерный HD1500-8 №1628,1213011320.0,Цех тяжелой техники,01.01.2021,,22.5
Полюс Вернинское,Самосвалы Komatsu HD1500-8,100000069161,Компьютер промышл. бортовой Trax-10 LP,1213011320.0,Цех тяжелой техники,28.12.2020,,22.5
Полюс Вернинское,Оборудование грузоподъемное,100000079663,Погрузчик фронтальный WA500-6 №1313,1214011723.0,Рудоуправление (Карьер Вернинский),30.10.2021,,22.5
Полюс Вернинское,Выемочно-транспортный участок,100000024786,Бульдозер D9R №1407,1214011123.0,Рудоуправление (Карьер Вернинский),01.05.2021,,22.5
Полюс Вернинское,Выемочно-транспортный участок,100000068223,Бульдозер D375А-6 №1415,1214011323.0,Рудоуправление (Карьер Вернинский),01.01.2021,,22.5
Полюс Вернинское,Выемочно-транспортный участок,100000068224,Бульдозер D155A-5 №1410,1214011223.0,Рудоуправление (Карьер Вернинский),01.01.2021,,22.5
Полюс Вернинское,Экскаваторы,100000068233,Экскаватор PC1250-8 №1204,1214011923.0,Рудоуправление (Карьер Вернинский),01.01.2021,,22.5
Полюс Вернинское,Оборудование грузоподъемное,100000068226,Погрузчик WA600-6 №1305,1214011723.0,Рудоуправление (Карьер Вернинский),01.01.2021,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000056185,Коробка передач №JGG02920,1113011920.0,Рудоуправление,01.02.2021,,22.5
Олимпиадинский ГОК,Самосвалы Komatsu 830E-1AC,100000038531,Двигатель внутр.сгорания №33193750,1118011223.0,Рудоуправление,23.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000071876,Коробка передач №2ВЕ06388,1118011223.0,Рудоуправление,19.06.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000071877,Двигатель внутр.сгорания №8BR03155,1113011620.0,Рудоуправление,31.07.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039492,Редуктор бортовой левый,1113011620.0,Рудоуправление,06.03.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038452,Двигатель внутр.сгорания №8BR03054,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы Komatsu 830E-1AC,100000072131,Двигатель внутр.сгорания №33219033,1113011720.0,Рудоуправление,14.09.2019,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038375,Двигатель внутр.сгорания №8BR02888,1118011223.0,Рудоуправление,14.10.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038416,Двигатель внутр.сгорания №8BR03138,1118011223.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039213,Редуктор бортовой левый,1113011620.0,Рудоуправление,28.02.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038767,Коробка передач №2BE05590,1113011620.0,Рудоуправление,05.07.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039408,Редуктор бортовой правый,1113011620.0,Рудоуправление,06.05.2009,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038456,Двигатель внутр.сгорания №8BR03104,1113011620.0,Рудоуправление,17.09.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000039197,Редуктор бортовой левый,1113011120.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Оборудование грузоподъемное,100000045123,Двигатель внутр.сгорания №324487,1114011523.0,Рудоуправление,22.11.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038450,Двигатель внутр.сгорания №SDW00568,1113011620.0,Рудоуправление,10.12.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038852,Коробка передач №2BE06137,1113011620.0,Рудоуправление,06.03.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000038351,Двигатель внутр.сгорания №LJW05844,1118011223.0,Рудоуправление,16.12.2010,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000038747,Коробка передач №LSP03022,1118011223.0,Рудоуправление,19.11.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038367,Двигатель внутр.сгорания №8ВR02387,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039211,Редуктор бортовой левый,1113011620.0,Рудоуправление,06.05.2009,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038377,Двигатель внутр.сгорания №8BR02257,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038772,Коробка передач №2BE06085,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039218,Редуктор бортовой левый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039414,Редуктор бортовой правый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038770,Коробка передач №2BE05651,1113011620.0,Рудоуправление,31.01.2015,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038380,Двигатель внутр.сгорания №8BR02973,1113011620.0,Рудоуправление,03.08.2009,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038775,Коробка передач №2ВЕ05578,1113011620.0,Рудоуправление,31.12.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038773,Коробка передач №2BE05648,1118011223.0,Рудоуправление,25.03.2012,,22.5
Олимпиадинский ГОК,Самосвалы Komatsu HD785-5,100000038917,Коробка передач,1118011223.0,Рудоуправление,23.03.2010,,22.5
Олимпиадинский ГОК,Самосвалы Komatsu HD785-5,100000038920,Коробка передач,1113011220.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы Komatsu HD785-5,100000039366,Редуктор бортовой левый,1113011220.0,Рудоуправление,23.03.2010,,22.5
Олимпиадинский ГОК,Самосвалы Komatsu HD785-5,100000038918,Коробка передач,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы Komatsu HD785-5,100000039365,Редуктор бортовой левый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038391,Двигатель внутр.сгорания №8BR02980,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038786,Коробка передач 785С КР 55-2,1118011223.0,Рудоуправление,26.08.2021,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039233,Редуктор бортовой правый,1113011620.0,Рудоуправление,26.08.2021,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039427,Редуктор бортовой правый,1113011620.0,Рудоуправление,26.08.2021,,22.5
Олимпиадинский ГОК,Оборудование грузоподъемное,100000044022,Двигатель внутр.сгорания №116702,1114011523.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Оборудование грузоподъемное,100000044024,Ковш,1114011523.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000044980,Коробка передач,1114011123.0,Рудоуправление,31.12.2014,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000044983,Коробка передач,1114011123.0,Рудоуправление,16.12.2014,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000044988,Двигатель внутр.сгорания №24338,1114011123.0,Рудоуправление,31.12.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000038752,Коробка передач №LSP01983,1113011120.0,Рудоуправление,19.11.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000038358,Двигатель внутр.сгорания №LJW03669,1113011120.0,Рудоуправление,04.06.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777E,100000038753,Коробка передач №LSP00998,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000039395,Редуктор бортовой правый,1113011120.0,Рудоуправление,16.12.2010,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000038361,Двигатель внутр.сгорания №LJW05886,1113011120.0,Рудоуправление,16.12.2010,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000038757,Коробка передач №LSP03015,1113011120.0,Рудоуправление,10.10.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000039203,Редуктор бортовой левый,1113011120.0,Рудоуправление,19.11.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000039398,Редуктор бортовой правый,1113011120.0,Рудоуправление,20.10.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038421,Двигатель внутр.сгорания №8BR02459,1118011223.0,Рудоуправление,08.09.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038816,Коробка передач,1118011223.0,Рудоуправление,08.09.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039262,Редуктор бортовой левый,1118011223.0,Рудоуправление,03.10.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039457,Редуктор бортовой правый,1118011223.0,Рудоуправление,03.10.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038422,Двигатель внутр.сгорания №8ВR02448,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038818,Коробка передач,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039265,Редуктор бортовой левый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039459,Редуктор бортовой правый,1113011620.0,Рудоуправление,06.03.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038425,Двигатель внутр.сгорания №8BR02484,1113011620.0,Рудоуправление,31.03.2009,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038821,Коробка передач №2BE05238,1113011620.0,Рудоуправление,05.07.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039267,Редуктор бортовой левый,1113011620.0,Рудоуправление,31.12.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039461,Редуктор бортовой правый,1113011620.0,Рудоуправление,20.05.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038390,Двигатель внутр.сгорания №8BR03055,1118011223.0,Рудоуправление,13.12.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038785,Коробка передач №2BE06260,1113011620.0,Рудоуправление,22.02.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039426,Редуктор бортовой правый,1113011620.0,Рудоуправление,26.05.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038823,Коробка передач,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039463,Редуктор бортовой левый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038824,Коробка передач,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038825,Коробка передач,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039465,Редуктор бортовой правый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038430,Двигатель внутр.сгорания №8BR03125,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038827,Коробка передач,1113011620.0,Рудоуправление,26.05.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039273,Редуктор бортовой левый,1113011620.0,Рудоуправление,26.05.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039468,Редуктор бортовой правый,1113011620.0,Рудоуправление,26.05.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039274,Редуктор бортовой левый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039469,Редуктор бортовой правый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038829,Коробка передач №2BE05200,1118011223.0,Рудоуправление,31.03.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039470,Редуктор бортовой правый,1118011223.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039277,Редуктор бортовой левый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039471,Редуктор бортовой правый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038382,Двигатель внутр.сгорания №8BR03056,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039224,Редуктор бортовой левый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039419,Редуктор бортовой правый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038383,Двигатель внутр.сгорания №8BR02484,1118011223.0,Рудоуправление,13.12.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038779,Коробка передач №2BE06119,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039225,Редуктор бортовой левый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039420,Редуктор бортовой правый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038780,Коробка передач 2BE05226,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039226,Редуктор бортовой левый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039421,Редуктор бортовой правый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038781,Коробка передач №2BE05237,1113011620.0,Рудоуправление,30.04.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039228,Редуктор бортовой левый,1113011620.0,Рудоуправление,03.08.2009,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039423,Редуктор бортовой правый,1113011620.0,Рудоуправление,03.08.2009,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038388,Двигатель внутр.сгорания №8BR02479,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038392,Двигатель внутр.сгорания №8BR03053,1118011223.0,Рудоуправление,28.02.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038788,Коробка передач №2BE05221,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039428,Редуктор бортовой правый,1118011223.0,Рудоуправление,31.07.2013,,22.5
Олимпиадинский ГОК,Экскаваторы PC3000-6,100000039710,Двигатель внутр.сгорания №33198664,1112011120.0,Рудоуправление,02.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039235,Редуктор бортовой левый,1113011620.0,Рудоуправление,29.02.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038394,Двигатель внутр.сгорания №8BR02487,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039236,Редуктор бортовой левый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039430,Редуктор бортовой правый,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038395,Двигатель внутр.сгорания №8BR02408,1113011620.0,Рудоуправление,16.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038791,Коробка передач №2BE05244,1113011620.0,Рудоуправление,31.07.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039237,Редуктор бортовой левый,1113011620.0,Рудоуправление,31.07.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039431,Редуктор бортовой левый,1113011620.0,Рудоуправление,31.07.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038397,Двигатель внутр.сгорания №8BR02467,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Оборудование грузоподъемное,100000043999,Двигатель внутр.сгорания №17237,1114011523.0,Рудоуправление,31.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038414,Двигатель внутр.сгорания №8BR02451,1113011620.0,Рудоуправление,03.08.2009,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038810,Коробка передач 2BE06128,1113011620.0,Рудоуправление,16.12.2010,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039256,Редуктор бортовой левый,1113011620.0,Рудоуправление,19.06.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039450,Редуктор бортовой левый,1113011620.0,Рудоуправление,19.06.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038805,Коробка передач №2BE05176,1113011620.0,Рудоуправление,19.06.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039251,Редуктор бортовой левый,1113011620.0,Рудоуправление,28.02.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039446,Редуктор бортовой правый,1118011223.0,Рудоуправление,06.03.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039254,Редуктор бортовой правый,1113011620.0,Рудоуправление,19.06.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039448,Редуктор бортовой правый 785C BR 114-3,1118011223.0,Рудоуправление,05.07.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038806,Коробка передач №2BE04772,1113011620.0,Рудоуправление,31.07.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039252,Редуктор бортовой левый,1113011620.0,Рудоуправление,31.07.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039447,Редуктор бортовой правый,1113011620.0,Рудоуправление,06.05.2009,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038799,Коробка передач №2ВЕ06030,1118011223.0,Рудоуправление,31.07.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039240,Редуктор бортовой левый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038797,Коробка передач №2BE05242,1113011620.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038800,Коробка передач №2BE06124,1113011620.0,Рудоуправление,27.06.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038801,Коробка передач №2BE06155,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038802,Коробка передач №2BE06401,1113011620.0,Рудоуправление,31.03.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039248,Редуктор бортовой левый,1113011620.0,Рудоуправление,31.03.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039442,Редуктор бортовой правый,1113011620.0,Рудоуправление,31.03.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039250,Редуктор бортовой левый,1113011620.0,Рудоуправление,28.02.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039445,Редуктор бортовой правый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000045477,Коробка передач №2BE06122,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038447,Двигатель внутр.сгорания №8BR02994,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038843,Коробка передач №2BE06148,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039289,Редуктор бортовой левый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039483,Редуктор бортовой правый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038839,Коробка передач,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039285,Редуктор бортовой левый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038448,Двигатель внутр.сгорания №8BR03052,1113011620.0,Рудоуправление,31.12.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038845,Коробка передач №2BE04915,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039291,Редуктор бортовой левый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039485,Редуктор бортовой правый,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038451,Двигатель внутр.сгорания №8BR03156,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038458,Двигатель внутр.сгорания №8BR02872,1113011620.0,Рудоуправление,31.01.2011,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038854,Коробка передач,1113011620.0,Рудоуправление,07.09.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039300,Редуктор бортовой левый 785C BR 113-3,1118011223.0,Рудоуправление,05.07.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039494,Редуктор бортовой правый,1113011620.0,Рудоуправление,28.02.2011,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000044973,Коробка передач,1114011123.0,Рудоуправление,28.05.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000038362,Двигатель внутр.сгорания,1113011120.0,Рудоуправление,19.11.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 777F,100000038759,Коробка передач №LSP03936,1113011120.0,Рудоуправление,19.02.2008,,22.5
