level_1_description,Название технического места,eo_code,eo_description,mvz,level_2_description,operation_start_date,operation_finish_date,avearage_day_operation_hours
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000058902,Бульдозер D375A-5 №44,1114011123.0,Рудоуправление,02.11.2012,,22.5
Олимпиадинский ГОК,Экскаваторы PC1250-7,100000063334,Экскаватор гидравл. PC1250-7 №01,1112011320.0,Рудоуправление,31.01.2015,,22.5
Олимпиадинский ГОК,Экскаваторы,100000058935,Экскаватор гидравл. PC400-7 №14,1114011620.0,Рудоуправление,23.08.2012,,22.5
Олимпиадинский ГОК,Экскаваторы,100000058934,Экскаватор гидравл. PC400-7 №13,1114011620.0,Рудоуправление,23.08.2012,,22.5
Олимпиадинский ГОК,Экскаваторы,100000058933,Экскаватор гидравл. PC400-7 №12,1114011620.0,Рудоуправление,23.08.2012,,22.5
Олимпиадинский ГОК,Экскаваторы,100000058939,Экскаватор гидравл. PC400-7 №07,1114011620.0,Рудоуправление,23.08.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000062819,Компьютер пром. бортовой TRAX-10 LP,1118011223.0,Рудоуправление,31.12.2014,,22.5
Олимпиадинский ГОК,Экскаваторы,100000059035,Экскаватор гидравл. ЕК 270LC №604,1114011423.0,Рудоуправление,20.11.2016,,22.5
Олимпиадинский ГОК,Станки буровые DML LP,100000059239,Компьютер пром. бортовой RMB-C2 HP,1118011223.0,Рудоуправление,15.08.2016,,22.5
Олимпиадинский ГОК,Экскаваторы ЭКГ-18,100000043286,Генератор постоянного тока,1112011720.0,Рудоуправление,01.08.2016,,22.5
Олимпиадинский ГОК,Экскаваторы ЭКГ-18,100000043594,ЭД асинх,1112011720.0,Рудоуправление,01.08.2016,,22.5
Олимпиадинский ГОК,Экскаваторы ЭКГ-18,100000063335,Экскаватор электрический ЭКГ-18 №01,1112011720.0,Рудоуправление,01.08.2016,,22.5
Олимпиадинский ГОК,Экскаваторы WK-20,100000059234,Компьютер пром. бортовой RMB-C2 HP,1118011223.0,Рудоуправление,17.10.2016,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000065966,Специальн машина К-703МА-12-04 №803,1114011523.0,Рудоуправление,27.02.2017,,22.5
Олимпиадинский ГОК,Экскаваторы,100000039715,Двигатель внутр.сгорания №G0031048,1114011423.0,Рудоуправление,23.04.2017,,22.5
Олимпиадинский ГОК,Экскаваторы,100000065943,Экскаватор гидравл. WX 200 №602,1114011423.0,Рудоуправление,23.04.2017,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000038339,Двигатель внутр.сгорания №35321036,1113011520.0,Рудоуправление,01.11.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000065585,Самосвал карьерный БЕЛАЗ-7540К №55,1113011520.0,Рудоуправление,16.12.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000038340,Двигатель внутр.сгорания №35321039,1113011520.0,Рудоуправление,02.11.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000038736,Коробка передач,1113011520.0,Рудоуправление,02.11.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000065586,Самосвал карьерный БЕЛАЗ-7540К №56,1113011520.0,Рудоуправление,16.12.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000038737,Коробка передач,1113011520.0,Рудоуправление,03.11.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000065587,Самосвал карьерный БЕЛАЗ-7540К №57,1113011520.0,Рудоуправление,16.12.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000038342,Двигатель внутр.сгорания №35321035,1113011520.0,Рудоуправление,04.11.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000065588,Самосвал карьерный БЕЛАЗ-7540К №58,1113011520.0,Рудоуправление,16.12.2016,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000038739,Коробка передач,1113011520.0,Рудоуправление,01.09.2021,,22.5
Олимпиадинский ГОК,Самосвалы БелАЗ-7540,100000065589,Самосвал карьерный БЕЛАЗ-7540К №59,1113011520.0,Рудоуправление,01.09.2021,,22.5
Олимпиадинский ГОК,Станки буровые DE810,100000061898,Станок буровой DE810-CT №01,1111021520.0,Рудоуправление,20.02.2017,,22.5
Олимпиадинский ГОК,Экскаваторы ЭКГ-10,100000043287,Генератор постоянного тока,1112011420.0,Рудоуправление,28.02.2017,,22.5
Олимпиадинский ГОК,Экскаваторы ЭКГ-10,100000043596,ЭД асинх,1112011420.0,Рудоуправление,28.02.2017,,22.5
Олимпиадинский ГОК,Экскаваторы ЭКГ-10,100000063336,Экскаватор электрический ЭКГ-10 №32,1112011420.0,Рудоуправление,28.02.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000055965,Гидротрансформатор №5RT03050,1113011620.0,Рудоуправление,31.12.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000065977,Самосвал карьерный 785C №446,1113011620.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000055953,Гидротрансформатор №5RT03287,1113011620.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000065978,Самосвал карьерный 785C №447,1113011620.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039290,Редуктор бортовой левый,1113011620.0,Рудоуправление,31.12.2013,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000055980,Гидротрансформатор №5RT03261,1113011620.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000065979,Самосвал карьерный 785C №448,1113011620.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000065980,Самосвал карьерный 785C №449,1113011620.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038620,Дифференциал,1113011620.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000065981,Самосвал карьерный 785C №450,1113011620.0,Рудоуправление,10.08.2016,,22.5
Олимпиадинский ГОК,Оборудование грузоподъемное,100000059038,Погрузчик фронтальный WA900-3 №506,1114011523.0,Рудоуправление,15.07.2016,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000065961,Бульдозер К-702МБА-01-БКУ №807,1114021123.0,Рудоуправление,21.06.2017,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000027474,Бульдозер К-702МБА-01-БКУ №3817,1114021123.0,Рудоуправление,01.09.2017,,22.5
Олимпиадинский ГОК,Оборудование грузоподъемное,100000059274,Компьютер пром. бортовой MOBL-D2,1118011223.0,Рудоуправление,27.06.2017,,22.5
Олимпиадинский ГОК,Экскаваторы WK-20,100000043273,Генератор постоянного тока,1112011820.0,Рудоуправление,15.07.2017,,22.5
Олимпиадинский ГОК,Экскаваторы WK-20,100000062739,Экскаватор электрический WK-20 №02,1112011820.0,Рудоуправление,15.07.2017,,22.5
Олимпиадинский ГОК,Экскаваторы,100000059053,Экскаватор гидравл. PC400-7 №605,1114011620.0,Рудоуправление,21.07.2017,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059054,Бульдозер D375A-5 №209,1114011123.0,Рудоуправление,10.08.2017,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000045143,Двигатель внутр.сгорания №514549,1114011123.0,Рудоуправление,01.09.2017,,22.5
Олимпиадинский ГОК,Оборудование дорожно-строительное,100000065950,Автогрейдер 160M №702,1114021123.0,Рудоуправление,05.12.2017,,22.5
Олимпиадинский ГОК,Оборудование дорожно-строительное,100000045205,Коробка передач,1114021123.0,Рудоуправление,13.12.2017,,22.5
Олимпиадинский ГОК,Оборудование дорожно-строительное,100000065951,Автогрейдер 160M №703,1114021123.0,Рудоуправление,13.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038659,Дифференциал,1113011920.0,Рудоуправление,20.08.2021,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065514,Самосвал карьерный 793D №701,1113011920.0,Рудоуправление,01.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000075925,Коробка передач №JGG02729,1113011920.0,Рудоуправление,01.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038660,Дифференциал,1113011920.0,Рудоуправление,03.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065515,Самосвал карьерный 793D №702,1113011920.0,Рудоуправление,03.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038856,Коробка передач №JGG02728,1113011920.0,Рудоуправление,03.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038662,Дифференциал,1113011920.0,Рудоуправление,09.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065516,Самосвал карьерный 793D №703,1113011920.0,Рудоуправление,09.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038857,Коробка передач №JGG02726,1113011920.0,Рудоуправление,09.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038663,Дифференциал,1113011920.0,Рудоуправление,30.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065517,Самосвал карьерный 793D №704,1113011920.0,Рудоуправление,30.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038664,Дифференциал,1113011920.0,Рудоуправление,30.11.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065518,Самосвал карьерный 793D №705,1113011920.0,Рудоуправление,30.11.2017,,22.5
Олимпиадинский ГОК,Экскаваторы WK-35,100000043274,Генератор постоянного тока,1112011920.0,Рудоуправление,30.11.2017,,22.5
Олимпиадинский ГОК,Экскаваторы WK-35,100000062740,Экскаватор электрический WK-35 №04,1112011920.0,Рудоуправление,30.11.2017,,22.5
Олимпиадинский ГОК,Экскаваторы WK-35,100000053762,ЭД асинх YJ102B1,1112011920.0,Рудоуправление,30.11.2017,,22.5
Олимпиадинский ГОК,Экскаваторы WK-35,100000053741,ЭД асинх YJ13L2,1112011920.0,Рудоуправление,30.11.2017,,22.5
Олимпиадинский ГОК,Оборудование дорожно-строительное,100000045203,Двигатель внутр.сгорания №TXD15576,1114021123.0,Рудоуправление,13.12.2017,,22.5
Олимпиадинский ГОК,Экскаваторы PC1250-8,100000039712,Двигатель внутр.сгорания №514639,1112011320.0,Рудоуправление,31.12.2017,,22.5
Олимпиадинский ГОК,Экскаваторы PC1250-8,100000063337,Экскаватор гидравл. PC1250-8 №07,1112011320.0,Рудоуправление,31.12.2017,,22.5
Олимпиадинский ГОК,Оборудование дорожно-строительное,100000045207,Двигатель внутр.сгорания №TXH06717,1114021123.0,Рудоуправление,30.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038673,Дифференциал,1113011920.0,Рудоуправление,26.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065519,Самосвал карьерный 793D №714,1113011920.0,Рудоуправление,26.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038472,Двигатель внутр.сгорания №8WM03402,1113011920.0,Рудоуправление,26.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039314,Редуктор бортовой левый,1113011920.0,Рудоуправление,26.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039508,Редуктор бортовой правый,1113011920.0,Рудоуправление,26.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038868,Коробка передач №JGG02737,1118011223.0,Рудоуправление,26.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000039229,Редуктор бортовой левый,1113011620.0,Рудоуправление,30.04.2011,,22.5
Олимпиадинский ГОК,Экскаваторы,100000059051,Экскаватор гидравл. ЕК 270LC №606,1114011423.0,Рудоуправление,31.08.2017,,22.5
Олимпиадинский ГОК,Станки буровые DML HP,100000061899,Станок буровой DML HP 1450 №73,1111021120.0,Рудоуправление,31.08.2017,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000065962,Бульдозер WD600-6 №207,1114011123.0,Рудоуправление,01.09.2017,,22.5
Олимпиадинский ГОК,Экскаваторы WK-20,100000063338,Экскаватор электрический WK-20 №03,1112011820.0,Рудоуправление,08.09.2017,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000065963,Бульдозер WD600-6 №208,1114011123.0,Рудоуправление,13.09.2017,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000065914,Бульдозер К-702МБА-01-БКУ №804,1114021123.0,Рудоуправление,26.09.2017,,22.5
Олимпиадинский ГОК,Экскаваторы,100000065906,Экскаватор-погрузчик TLB 825 №603,1114011423.0,Рудоуправление,01.10.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 785C,100000038373,Двигатель внутр.сгорания №8BR02817,1118011223.0,Рудоуправление,03.08.2009,,22.5
Олимпиадинский ГОК,Станки буровые DML HP,100000039599,Редуктор вращения,1111021120.0,Рудоуправление,27.12.2017,,22.5
Олимпиадинский ГОК,Станки буровые DML HP,100000061900,Станок буровой DML HP 1450 №72,1111021120.0,Рудоуправление,27.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038665,Дифференциал,1113011920.0,Рудоуправление,12.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065520,Самосвал карьерный 793D №706,1113011920.0,Рудоуправление,21.12.2017,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059061,Бульдозер D85ESS-2A №304,1114011223.0,Рудоуправление,26.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038666,Дифференциал,1113011920.0,Рудоуправление,18.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065521,Самосвал карьерный 793D №707,1113011920.0,Рудоуправление,18.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065523,Самосвал карьерный 793D №708,1113011920.0,Рудоуправление,27.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038467,Двигатель внутр.сгорания №8WM03399,1113011920.0,Рудоуправление,27.12.2017,,22.5
Олимпиадинский ГОК,Экскаваторы,100000059052,Экскаватор гидравл. PC400-7 №607,1114011620.0,Рудоуправление,25.12.2017,,22.5
Олимпиадинский ГОК,Экскаваторы,100000039703,Двигатель внутр.сгорания №328408,1114011620.0,Рудоуправление,31.12.2014,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039503,Редуктор бортовой правый,1113011920.0,Рудоуправление,27.12.2017,,22.5
Олимпиадинский ГОК,Оборудование дорожно-строительное,100000065952,Автогрейдер 24M №704,1114021123.0,Рудоуправление,30.12.2017,,22.5
Олимпиадинский ГОК,Экскаваторы Liebherr,100000062741,Экскаватор гидравл. R974 №505,1118011123.0,Рудоуправление,31.12.2017,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038669,Дифференциал,1113011920.0,Рудоуправление,31.01.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065524,Самосвал карьерный 793D №710,1113011920.0,Рудоуправление,31.01.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038469,Двигатель внутр.сгорания №8WM03390,1113011920.0,Рудоуправление,31.01.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000055993,Гидротрансформатор №T5C01959,1113011920.0,Рудоуправление,31.01.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039505,Редуктор бортовой правый,1113011920.0,Рудоуправление,31.01.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038865,Коробка передач №JGG02725,1113011920.0,Рудоуправление,31.01.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038668,Дифференциал,1113011920.0,Рудоуправление,05.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065525,Самосвал карьерный 793D №709,1113011920.0,Рудоуправление,05.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000055992,Гидротрансформатор №T5C01964,1113011920.0,Рудоуправление,25.03.2012,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039310,Редуктор бортовой левый,1113011920.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038863,Коробка передач №JGG02739,1113011920.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065526,Самосвал карьерный 793D №711,1113011920.0,Рудоуправление,09.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038671,Дифференциал,1113011920.0,Рудоуправление,22.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065527,Самосвал карьерный 793D №712,1113011920.0,Рудоуправление,22.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038471,Двигатель внутр.сгорания №8WM03405,1118011223.0,Рудоуправление,22.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000055995,Гидротрансформатор №T5C01948,1118011223.0,Рудоуправление,22.02.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039507,Редуктор бортовой правый,1113011920.0,Рудоуправление,22.02.2018,,22.5
Олимпиадинский ГОК,Экскаваторы WK-35,100000043270,Генератор постоянного тока,1112011920.0,Рудоуправление,01.03.2018,,22.5
Олимпиадинский ГОК,Экскаваторы WK-35,100000062736,Экскаватор электрический WK-35 №05,1112011920.0,Рудоуправление,01.03.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059058,Бульдозер D375A-5 №3213,1114011123.0,Рудоуправление,17.03.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059056,Бульдозер D475A-5 №3211,1114011123.0,Рудоуправление,03.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000045067,Двигатель внутр.сгорания №18360,1114011123.0,Рудоуправление,03.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059048,Бульдозер D475A-5 №3206,1114011123.0,Рудоуправление,11.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059046,Бульдозер D475A-5 №3204,1114011123.0,Рудоуправление,06.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059047,Бульдозер D475A-5 №3205,1114011123.0,Рудоуправление,06.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000045054,Двигатель внутр.сгорания №18349,1114011123.0,Рудоуправление,06.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000045051,Двигатель внутр.сгорания №18345,1114011123.0,Рудоуправление,06.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059057,Бульдозер D475A-5 №3212,1114011123.0,Рудоуправление,07.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000045070,Двигатель внутр.сгорания №18366,1114011123.0,Рудоуправление,07.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038676,Дифференциал,1113011920.0,Рудоуправление,10.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065528,Самосвал карьерный 793D №717,1113011920.0,Рудоуправление,10.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000055997,Гидротрансформатор №T5C01966,1113011920.0,Рудоуправление,10.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038476,Двигатель внутр.сгорания №8WM03398,1113011920.0,Рудоуправление,10.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039317,Редуктор бортовой левый,1118011223.0,Рудоуправление,10.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039512,Редуктор бортовой левый,1113011920.0,Рудоуправление,10.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038871,Коробка передач №JGG02749,1113011920.0,Рудоуправление,10.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059055,Бульдозер D475A-5 №3210,1114011123.0,Рудоуправление,14.04.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000045064,Двигатель внутр.сгорания №18356,1114011123.0,Рудоуправление,14.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065529,Самосвал карьерный 793D №715,1113011920.0,Рудоуправление,12.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038473,Двигатель внутр.сгорания №8WM03416,1113011920.0,Рудоуправление,12.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000056000,Гидротрансформатор №T5C01971,1113011920.0,Рудоуправление,12.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038855,Коробка передач №JGG02744,1113011920.0,Рудоуправление,12.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039315,Редуктор бортовой левый,1113011920.0,Рудоуправление,12.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039509,Редуктор бортовой правый,1113011920.0,Рудоуправление,12.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038675,Дифференциал,1113011920.0,Рудоуправление,25.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065530,Самосвал карьерный 793D №716,1113011920.0,Рудоуправление,25.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038474,Двигатель внутр.сгорания №8WM03407,1113011920.0,Рудоуправление,25.04.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065531,Самосвал карьерный 793D №718,1113011920.0,Рудоуправление,03.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000055999,Гидротрансформатор №T5C01978,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038477,Двигатель внутр.сгорания №8WM03419,1118011223.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039318,Редуктор бортовой левый,1113011920.0,Рудоуправление,03.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039513,Редуктор бортовой правый,1113011920.0,Рудоуправление,03.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038872,Коробка передач №JGG02752,1113011920.0,Рудоуправление,03.05.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000059059,Бульдозер D375A-5 №3214,1114011123.0,Рудоуправление,01.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038678,Дифференциал,1113011920.0,Рудоуправление,11.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065532,Самосвал карьерный 793D №719,1113011920.0,Рудоуправление,11.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000056001,Гидротрансформатор №T5C01979,1113011920.0,Рудоуправление,11.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038478,Двигатель внутр.сгорания №8WM03412,1113011920.0,Рудоуправление,11.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039320,Редуктор бортовой левый,1118011223.0,Рудоуправление,11.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039514,Редуктор бортовой правый,1113011920.0,Рудоуправление,11.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038873,Коробка передач №JGG02750,1113011920.0,Рудоуправление,11.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065535,Самосвал карьерный 793D №720,1113011920.0,Рудоуправление,18.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000056002,Гидротрансформатор №T5C01968,1113011920.0,Рудоуправление,18.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038479,Двигатель внутр.сгорания №8WM03411,1113011920.0,Рудоуправление,18.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039321,Редуктор бортовой левый,1113011920.0,Рудоуправление,18.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039515,Редуктор бортовой правый,1113011920.0,Рудоуправление,18.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038874,Коробка передач №JGG02746,1113011920.0,Рудоуправление,31.05.2018,,22.5
Олимпиадинский ГОК,Выемочно-транспортирующие машины,100000065964,Бульдозер WD600-6 №3215,1114011123.0,Рудоуправление,21.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065536,Самосвал карьерный 793D №721,1113011920.0,Рудоуправление,24.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038480,Двигатель внутр.сгорания №8WM03417,1113011920.0,Рудоуправление,24.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038681,Дифференциал,1113011920.0,Рудоуправление,31.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065537,Самосвал карьерный 793D №722,1113011920.0,Рудоуправление,31.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038481,Двигатель внутр.сгорания №8WM03423,1113011920.0,Рудоуправление,31.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039323,Редуктор бортовой правый №КАК04147,1118011223.0,Рудоуправление,31.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039517,Редуктор бортовой левый,1113011920.0,Рудоуправление,31.05.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038682,Дифференциал,1113011920.0,Рудоуправление,25.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065538,Самосвал карьерный 793D №723,1113011920.0,Рудоуправление,25.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000056005,Гидротрансформатор №T5C01980,1113011920.0,Рудоуправление,25.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039324,Редуктор бортовой левый,1113011920.0,Рудоуправление,25.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039518,Редуктор бортовой правый,1113011920.0,Рудоуправление,25.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038878,Коробка передач №JGG02751,1113011920.0,Рудоуправление,25.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000065539,Самосвал карьерный 793D №724,1113011920.0,Рудоуправление,30.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000056006,Гидротрансформатор №T5C01995,1113011920.0,Рудоуправление,19.02.2008,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038483,Двигатель внутр.сгорания №8WM03446,1113011920.0,Рудоуправление,30.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039519,Редуктор бортовой левый,1113011920.0,Рудоуправление,30.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000039325,Редуктор бортовой левый,1113011920.0,Рудоуправление,30.06.2018,,22.5
Олимпиадинский ГОК,Самосвалы CAT 793D,100000038879,Коробка передач №JGG02760,1113011920.0,Рудоуправление,30.06.2018,,22.5
