eo_code,eo_description,teh_mesto,mvz,eo_class_code,eo_class_description,eo_main_code,eo_main_description,eo_main_class_code,eo_main_class_description,teh_mesto_description,level_upper,code,level_1,level_1_code,level_2_code,level_2_path,level_3_code,level_5,level_6,level_7,level_8,valid_from,operation_start_date,avearage_day_operation_hours
100000028868,Самосвал карьерный 785C №401,11-RUD-CGTR-SEBT-CC01,1113011620.0,E01_01,Самосвалы карьерные,100000028868,Самосвал карьерный 785C №401,E01_01,Самосвалы карьерные,Самосвал карьерный №401,11-RUD-CGTR-SEBT-C785,first11-RUD-CGTR-SEBT-CC01,first11,11,RUD,11-RUD,CGTR,-,CGTR,SEBT,no_data,12/31/1899,2009-03-04,22.5
