level_1_description,Название технического места,eo_code,eo_description,mvz,level_2_description,operation_start_date,operation_finish_date,avearage_day_operation_hours
Олимпиадинский ГОК,Самосвалы CAT 785C,100000028868,Самосвал карьерный 785C №401,1113011620.0,Рудоуправление,04.03.2009,04.03.2029,22.5
